File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF354VZR	fastq	reads	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2	1	50		single-ended				1747145757	Richard Myers, HAIB	2ad82ac441df32f657ffeeaa693df0de	SRA:SRR5338648	https://www.encodeproject.org/files/ENCFF354VZR/@@download/ENCFF354VZR.fastq.gz		Illumina HiSeq 2000	/files/ENCFF000ODZ/	released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF692MUQ	bam	unfiltered alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2			50				ENCFF354VZR, ENCFF643CGH	1678527986	ENCODE Processing Pipeline	8940799a9adf2bc0f16bf4d48df7cc6d		https://www.encodeproject.org/files/ENCFF692MUQ/@@download/ENCFF692MUQ.bam	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF626FVT	bam	unfiltered alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1			50				ENCFF643CGH, ENCFF887BKA	2107759784	ENCODE Processing Pipeline	c43c8d60a403148e62643ab3db8744a4		https://www.encodeproject.org/files/ENCFF626FVT/@@download/ENCFF626FVT.bam	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF389CJX	bam	unfiltered alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1			50				ENCFF807MUK, ENCFF887BKA	2123956065	ENCODE Processing Pipeline	1022094d760cebdc79906916afcf3927		https://www.encodeproject.org/files/ENCFF389CJX/@@download/ENCFF389CJX.bam	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF669GJB	bam	unfiltered alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2			50				ENCFF354VZR, ENCFF807MUK	1678875995	ENCODE Processing Pipeline	41390f8a96869acfbd6f9e7fef15afca		https://www.encodeproject.org/files/ENCFF669GJB/@@download/ENCFF669GJB.bam	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF697EBC	bam	alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1			50				ENCFF807MUK, ENCFF887BKA	847566567	ENCODE Processing Pipeline	99d4d82c09345a62a1973841e6ede201		https://www.encodeproject.org/files/ENCFF697EBC/@@download/ENCFF697EBC.bam	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF772ZLA	bam	alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2			50				ENCFF354VZR, ENCFF643CGH	870804648	ENCODE Processing Pipeline	19a03c716ac209069b26a1ccec1e0a8d		https://www.encodeproject.org/files/ENCFF772ZLA/@@download/ENCFF772ZLA.bam	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF554RCH	bam	alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1			50				ENCFF643CGH, ENCFF887BKA	855534594	ENCODE Processing Pipeline	7dfb0b136c0d6d0572ba376312932b55		https://www.encodeproject.org/files/ENCFF554RCH/@@download/ENCFF554RCH.bam	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF092VSU	bam	alignments	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2			50				ENCFF354VZR, ENCFF807MUK	863714936	ENCODE Processing Pipeline	3f8e471bd628e7c08363f9e8c8174fee		https://www.encodeproject.org/files/ENCFF092VSU/@@download/ENCFF092VSU.bam	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF061RWI	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF031TYY	345706	ENCODE Processing Pipeline	34114e27a7e20c9d725f7253e4cd625b		https://www.encodeproject.org/files/ENCFF061RWI/@@download/ENCFF061RWI.bigBed	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF420YHY	bed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF001TDO, ENCFF454MFQ, ENCFF799MMA, ENCFF836SKU	204510	ENCODE Processing Pipeline	f584a6cb5c5943f310fe7bc4badc95af		https://www.encodeproject.org/files/ENCFF420YHY/@@download/ENCFF420YHY.bed.gz	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF974AWJ	bigWig	signal p-value	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF092VSU, ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	764383057	ENCODE Processing Pipeline	39911326d3fa4dbe978e21a941895500		https://www.encodeproject.org/files/ENCFF974AWJ/@@download/ENCFF974AWJ.bigWig	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF727MOG	bigWig	signal p-value	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	681391571	ENCODE Processing Pipeline	5cc55e0d9645ca94d18f2c7b409296f8		https://www.encodeproject.org/files/ENCFF727MOG/@@download/ENCFF727MOG.bigWig	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF740WZP	bigWig	signal p-value	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF092VSU, ENCFF513ZBH, ENCFF777FIV	613593186	ENCODE Processing Pipeline	d5dd7c173a90fb3d37bee73f24d791c9		https://www.encodeproject.org/files/ENCFF740WZP/@@download/ENCFF740WZP.bigWig	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF454MFQ	bed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF092VSU, ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	6400676	ENCODE Processing Pipeline	7d68e4ce346c8a44f63f8878c2a7b3fd		https://www.encodeproject.org/files/ENCFF454MFQ/@@download/ENCFF454MFQ.bed.gz	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF740BDA	bigBed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF836SKU	10996696	ENCODE Processing Pipeline	6f40318c9e64b7172e48e002c5bc0653		https://www.encodeproject.org/files/ENCFF740BDA/@@download/ENCFF740BDA.bigBed	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF316ZBT	bigBed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF799MMA	13135183	ENCODE Processing Pipeline	37c24e7473f09e395b0d6fc56e468643		https://www.encodeproject.org/files/ENCFF316ZBT/@@download/ENCFF316ZBT.bigBed	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF253MUG	bigBed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF454MFQ	13243890	ENCODE Processing Pipeline	e1a8020ef07f3ca8e0f9e136a721a3fe		https://www.encodeproject.org/files/ENCFF253MUG/@@download/ENCFF253MUG.bigBed	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF442AII	bigWig	fold change over control	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF092VSU, ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	688403930	ENCODE Processing Pipeline	2149b2df82cfba295257566e444fdc6c		https://www.encodeproject.org/files/ENCFF442AII/@@download/ENCFF442AII.bigWig	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF863EUS	bigWig	fold change over control	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	446121770	ENCODE Processing Pipeline	a70210ad4396abdbec902abc4816c3ae		https://www.encodeproject.org/files/ENCFF863EUS/@@download/ENCFF863EUS.bigWig	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF031TYY	bed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF001TDO, ENCFF454MFQ, ENCFF799MMA, ENCFF836SKU	167872	ENCODE Processing Pipeline	6b186fa9eb84e4b964f124526a34df6b		https://www.encodeproject.org/files/ENCFF031TYY/@@download/ENCFF031TYY.bed.gz	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF122POQ	bigWig	fold change over control	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF092VSU, ENCFF513ZBH, ENCFF777FIV	432187408	ENCODE Processing Pipeline	44eed2e292afdee28e7901dcd1f355e6		https://www.encodeproject.org/files/ENCFF122POQ/@@download/ENCFF122POQ.bigWig	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF836SKU	bed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF513ZBH, ENCFF697EBC, ENCFF777FIV	5381323	ENCODE Processing Pipeline	d585bead9e1e3f1a9aa5da5bbb2b3c93		https://www.encodeproject.org/files/ENCFF836SKU/@@download/ENCFF836SKU.bed.gz	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF799MMA	bed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF092VSU, ENCFF513ZBH, ENCFF777FIV	5877259	ENCODE Processing Pipeline	dcb1d7b6ba2f33da62248a26ecb5f149		https://www.encodeproject.org/files/ENCFF799MMA/@@download/ENCFF799MMA.bed.gz	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF390ORN	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF420YHY	476284	ENCODE Processing Pipeline	e83d300cc561f23352f35c239d6f600e		https://www.encodeproject.org/files/ENCFF390ORN/@@download/ENCFF390ORN.bigBed	hg19			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF230YKN	bigWig	signal p-value	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF554RCH, ENCFF754WTG, ENCFF966AVZ	732849606	ENCODE Processing Pipeline	2dfa68b671e1ad90951451b014f8f1ef		https://www.encodeproject.org/files/ENCFF230YKN/@@download/ENCFF230YKN.bigWig	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF935LZP	bigWig	signal p-value	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	592819923	ENCODE Processing Pipeline	1d4fe8c0c90fcf024ebbb9e512f4bf5b		https://www.encodeproject.org/files/ENCFF935LZP/@@download/ENCFF935LZP.bigWig	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF478FRH	bigWig	signal p-value	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF554RCH, ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	783129977	ENCODE Processing Pipeline	a7f6d20af3660d8c6c25deb0e2a3d195		https://www.encodeproject.org/files/ENCFF478FRH/@@download/ENCFF478FRH.bigWig	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF711VLR	bigWig	fold change over control	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF554RCH, ENCFF754WTG, ENCFF966AVZ	440877057	ENCODE Processing Pipeline	98d158d3b156dd5191ac1f9e6d5de7c5		https://www.encodeproject.org/files/ENCFF711VLR/@@download/ENCFF711VLR.bigWig	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF945IOL	bigWig	fold change over control	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	427461668	ENCODE Processing Pipeline	aefb1105a4eceb8c94c7b1a05cd280ca		https://www.encodeproject.org/files/ENCFF945IOL/@@download/ENCFF945IOL.bigWig	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF674GHR	bigWig	fold change over control	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF554RCH, ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	713245454	ENCODE Processing Pipeline	e916f08142836e5c55f322d9b1806e62		https://www.encodeproject.org/files/ENCFF674GHR/@@download/ENCFF674GHR.bigWig	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF484UXN	bed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	5691583	ENCODE Processing Pipeline	ef01a24688242ee1e58c2d8681ce106e		https://www.encodeproject.org/files/ENCFF484UXN/@@download/ENCFF484UXN.bed.gz	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF599RLK	bigBed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF181ICO	13236138	ENCODE Processing Pipeline	f43541d7cef9eb903d53c51fd6bde4ea		https://www.encodeproject.org/files/ENCFF599RLK/@@download/ENCFF599RLK.bigBed	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF650GEE	bed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF554RCH, ENCFF754WTG, ENCFF966AVZ	5166830	ENCODE Processing Pipeline	94edb79b81d90f09e2bad686137907ec		https://www.encodeproject.org/files/ENCFF650GEE/@@download/ENCFF650GEE.bed.gz	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF181ICO	bed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF554RCH, ENCFF754WTG, ENCFF772ZLA, ENCFF966AVZ	6130068	ENCODE Processing Pipeline	d35fb1000ed64794716f066026558b0f		https://www.encodeproject.org/files/ENCFF181ICO/@@download/ENCFF181ICO.bed.gz	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF801WCK	bigBed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				2							ENCFF484UXN	13071703	ENCODE Processing Pipeline	eef32405c68c4df8a2d78ad9b7b26df0		https://www.encodeproject.org/files/ENCFF801WCK/@@download/ENCFF801WCK.bigBed	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF266DYD	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF533MFQ	354041	ENCODE Processing Pipeline	15127f35da9155dc15c9659745e6d6fe		https://www.encodeproject.org/files/ENCFF266DYD/@@download/ENCFF266DYD.bigBed	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF949QBH	bigBed narrowPeak	peaks and background as input for IDR	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1							ENCFF650GEE	10905871	ENCODE Processing Pipeline	c1f8be7dbcefb7def1e01fed95bbd20a		https://www.encodeproject.org/files/ENCFF949QBH/@@download/ENCFF949QBH.bigBed	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF533MFQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF181ICO, ENCFF419RSJ, ENCFF484UXN, ENCFF650GEE	173518	ENCODE Processing Pipeline	a1dd3107317a2b7972727801e58eea61		https://www.encodeproject.org/files/ENCFF533MFQ/@@download/ENCFF533MFQ.bed.gz	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF417SVR	bed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF181ICO, ENCFF419RSJ, ENCFF484UXN, ENCFF650GEE	205072	ENCODE Processing Pipeline	b88d6c975642a609e014bcc85e010b4e		https://www.encodeproject.org/files/ENCFF417SVR/@@download/ENCFF417SVR.bed.gz	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF520WAX	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF417SVR	476591	ENCODE Processing Pipeline	b241e1995fdf8c1a34b1da9b2cd3b23b		https://www.encodeproject.org/files/ENCFF520WAX/@@download/ENCFF520WAX.bigBed	GRCh38			released		moderate library complexity, mild to moderate bottlenecking, inconsistent platforms, low read depth			
ENCFF000NZY	bam	alignments	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				1							ENCFF000OAL	1554317554	Richard Myers, HAIB	9631e3c5c14af7c6bf2910915e9a9f4d		https://www.encodeproject.org/files/ENCFF000NZY/@@download/ENCFF000NZY.bam	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000NZZ	bigBed broadPeak	peaks	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				1	1						ENCFF001TYE	504715	Richard Myers, HAIB	623e4008deb0a01ebca0ecac41864c92		https://www.encodeproject.org/files/ENCFF000NZZ/@@download/ENCFF000NZZ.bigBed	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000OAA	bigBed broadPeak	peaks	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				2	1						ENCFF001TYF	755843	Richard Myers, HAIB	37bf6cbec4cdf4971944b92514cf3727		https://www.encodeproject.org/files/ENCFF000OAA/@@download/ENCFF000OAA.bigBed	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000OAB	bam	alignments	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				2							ENCFF000OAN	1514933164	Richard Myers, HAIB	890453646b59612a83fcd79bb6213846		https://www.encodeproject.org/files/ENCFF000OAB/@@download/ENCFF000OAB.bam	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000OAC	bigWig	raw signal	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				1	1							18697258	Richard Myers, HAIB	b28b2e962561d9a6822e1e0b5a43bece		https://www.encodeproject.org/files/ENCFF000OAC/@@download/ENCFF000OAC.bigWig	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF000OAE	bigWig	raw signal	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				2	1							25715563	Richard Myers, HAIB	fa8e98add7662bb46d2400452b157462		https://www.encodeproject.org/files/ENCFF000OAE/@@download/ENCFF000OAE.bigWig	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF000OAL	fastq	reads	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				1	1	36		single-ended				1571513732	Richard Myers, HAIB	f3c313c79054c9c04c92777b876d9732		https://www.encodeproject.org/files/ENCFF000OAL/@@download/ENCFF000OAL.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODV/	released		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF000OAN	fastq	reads	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				2	1	36		single-ended				1521616360	Richard Myers, HAIB	07e31307aea0f1d3da023b5d48eb1f70		https://www.encodeproject.org/files/ENCFF000OAN/@@download/ENCFF000OAN.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODV/	released		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF001TYE	bed broadPeak	peaks	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				1	1							283088	Richard Myers, HAIB	30f96f7d9c8b255e048a514dc459e0c2		https://www.encodeproject.org/files/ENCFF001TYE/@@download/ENCFF001TYE.bed.gz	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF001TYF	bed broadPeak	peaks	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				2	1							451537	Richard Myers, HAIB	de83f6be3477d82cf88bef119d93bb80		https://www.encodeproject.org/files/ENCFF001TYF/@@download/ENCFF001TYF.bed.gz	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF002CHM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE												342182	ENCODE Consortium Analysis Working Group	5d8b9a58042b39f6cf37b90df6bf035c		https://www.encodeproject.org/files/ENCFF002CHM/@@download/ENCFF002CHM.bed.gz	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF767YKH	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE											ENCFF002CHM	887352	ENCODE Consortium	fcabecdd81490b688dc769f9d174653a		https://www.encodeproject.org/files/ENCFF767YKH/@@download/ENCFF767YKH.bigBed	hg19			archived		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF523PRJ	bam	unfiltered alignments	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				2			36				ENCFF000OAN, ENCFF643CGH	1641403032	ENCODE Processing Pipeline	80f5e240f376fac2b70511f86bfa2f07		https://www.encodeproject.org/files/ENCFF523PRJ/@@download/ENCFF523PRJ.bam	GRCh38			released		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF027NKU	bam	alignments	ENCSR000BQM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE				1			36				ENCFF000OAL, ENCFF643CGH	1011017044	ENCODE Processing Pipeline	0c1cb3b58692956ca36775be9d43507a		https://www.encodeproject.org/files/ENCFF027NKU/@@download/ENCFF027NKU.bam	GRCh38			released		low read length, inconsistent platforms	biological replicates with identical biosample		
