ARNT	ATF3	ATF7	BHLHE40	BRCA1	CDC5L	FOXA1	IKZF1	KLF16	MAFK	MGA	MNT	NFIC	NRF1	PKNOX1	REST	STAT5A	TAL1	TCF12	TEAD4	THRA
MAK	3	3	10	2	0	0	1	5	2	2	5	6	3	4	5	4	1	1	1	3	0
GCM2	3	1	10	2	0	0	0	6	1	1	5	6	4	4	5	3	0	0	0	2	0
SYCP2L	3	1	10	2	0	0	0	6	1	1	5	6	4	4	5	3	0	0	0	2	0
ELOVL2	0	4	3	2	0	0	0	1	2	1	3	2	0	4	3	4	0	1	2	2	1
SMIM13	1	7	6	4	0	0	0	3	2	2	4	5	4	4	10	4	0	2	3	5	1
ERVFRD-1	1	6	6	5	0	0	0	3	2	2	5	5	4	4	11	3	0	2	3	5	1
NEDD9	0	1	2	1	0	1	0	0	0	0	3	0	1	1	1	0	0	1	0	1	0
TMEM170B	2	1	1	1	0	1	0	0	2	0	1	0	1	4	1	4	0	0	0	4	0
ADTRP	2	6	5	2	0	0	0	8	1	1	3	1	4	1	3	2	1	5	3	2	1
HIVEP1	5	9	10	4	0	0	0	16	1	1	3	4	2	2	7	1	2	2	2	7	1
EDN1	0	2	0	0	0	0	0	0	1	1	0	0	1	2	1	1	0	1	1	0	0
PHACTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TBC1D7	4	6	6	3	0	0	0	9	5	6	4	2	13	3	6	2	7	6	7	10	0
GFOD1	0	3	2	2	0	0	0	3	0	0	2	1	2	3	3	1	0	1	0	0	0
SIRT5	1	3	4	2	0	4	1	7	1	1	5	6	5	2	2	8	1	1	2	4	0
NOL7	1	7	5	2	0	4	1	6	1	1	4	6	3	2	3	8	1	1	1	3	0
RANBP9	9	14	5	4	0	1	0	9	1	3	7	9	9	5	8	2	3	5	6	5	0
MCUR1	2	3	3	2	0	0	0	3	2	1	3	3	1	2	4	3	0	3	2	3	0
RNF182	3	3	4	2	0	0	0	7	3	3	0	5	7	3	5	3	2	5	3	6	0
CD83	1	2	3	4	0	0	1	5	2	0	4	1	6	0	2	5	2	4	5	4	0
JARID2	3	6	8	5	0	2	0	13	2	1	4	9	8	4	7	5	2	3	3	13	1
DTNBP1	2	5	5	4	0	0	0	6	3	2	5	5	7	4	2	3	1	3	5	5	0
MYLIP	3	5	2	5	0	0	0	7	2	2	4	6	10	2	12	3	1	5	3	10	0
GMPR	7	4	10	6	0	3	0	24	8	7	16	7	15	10	11	8	7	9	7	12	0
ATXN1	0	8	3	2	0	0	0	2	1	2	1	0	1	2	2	4	1	1	1	1	0
RBM24	0	1	2	0	0	0	0	0	1	2	2	0	1	1	1	0	0	2	1	4	0
CAP2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM8A1	1	5	1	2	0	0	0	0	0	0	2	2	1	1	1	3	0	0	0	0	0
NUP153	3	8	5	5	0	2	0	7	2	5	6	6	5	4	3	6	0	1	4	6	0
KIF13A	1	11	6	4	0	1	0	4	2	4	3	1	4	5	4	4	1	1	2	2	0
NHLRC1	0	4	2	1	0	1	0	3	0	2	0	1	3	3	4	0	1	1	1	3	0
TPMT	0	3	2	1	0	1	0	5	0	3	0	1	1	3	5	0	0	1	0	2	0
KDM1B	0	3	2	1	0	1	0	5	0	3	0	1	1	3	5	0	0	1	0	2	0
DEK	0	6	3	1	0	0	0	3	0	2	4	0	0	3	5	0	1	1	1	2	0
RNF144B	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
ID4	0	1	1	1	0	0	0	1	1	0	1	1	1	2	1	2	0	0	0	1	0
MBOAT1	1	8	3	7	0	2	0	4	0	2	5	1	5	4	6	2	1	4	2	3	0
E2F3	3	5	4	4	0	1	1	17	1	2	1	6	7	5	3	6	3	2	6	7	0
CDKAL1	0	6	1	1	0	0	1	3	3	2	3	0	2	4	6	1	2	2	2	4	0
SOX4	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0
DCDC2	1	1	2	3	0	0	0	3	1	0	2	3	5	3	2	2	0	1	2	0	0
MRS2	1	1	2	3	0	0	0	3	1	1	2	3	6	3	2	2	0	1	2	0	0
ALDH5A1	0	1	1	2	0	1	0	1	1	2	4	3	2	2	2	1	0	1	2	0	0
KIAA0319	2	5	3	1	0	0	0	1	0	2	4	4	3	5	4	3	0	0	0	3	0
TDP2	2	3	3	1	0	0	0	1	0	2	4	4	3	5	5	2	0	0	0	3	0
ACOT13	2	3	3	1	0	0	0	1	0	2	4	4	3	5	5	2	0	0	0	3	0
C6orf62	2	3	2	3	0	1	0	3	0	2	2	4	6	3	4	1	1	0	0	3	0
GMNN	1	2	3	1	0	0	0	2	0	1	1	3	3	1	3	1	3	0	0	0	0
FAM65B	0	1	2	1	0	0	0	0	1	3	0	0	0	0	2	1	0	1	1	1	0
LRRC16A	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0
HIST1H2AA	1	2	2	1	0	0	0	2	1	1	1	0	2	0	2	0	1	2	1	1	0
HIST1H2BA	1	2	2	1	0	0	0	2	1	1	1	0	2	0	2	0	1	2	1	1	0
TRIM38	0	7	4	3	0	1	0	8	5	2	3	1	5	8	9	4	1	8	6	8	1
HIST1H1A	7	8	13	7	0	1	0	17	12	10	9	4	13	15	17	9	8	12	7	19	1
HIST1H3A	7	8	13	7	0	1	0	17	12	10	9	4	13	15	16	9	8	12	7	19	1
HIST1H4A	7	7	12	6	0	1	0	17	11	9	9	4	12	14	16	9	8	11	7	18	1
HIST1H4B	7	6	12	5	0	1	0	17	10	9	9	4	12	12	16	9	7	11	7	18	1
HIST1H3B	7	5	12	5	0	1	0	17	10	9	9	4	13	12	16	9	7	11	7	18	1
HIST1H2AB	7	5	12	5	0	1	0	17	10	9	9	4	13	12	16	9	7	11	7	18	1
HIST1H2BB	7	5	12	5	0	0	0	16	8	10	9	3	12	11	15	8	7	9	5	15	1
HIST1H3C	7	5	12	5	0	0	0	16	8	10	9	3	12	11	16	8	7	9	5	15	1
HIST1H1C	7	7	14	6	0	1	0	16	10	11	10	5	14	13	18	9	8	9	5	17	1
HFE	4	4	8	4	0	4	0	11	10	10	5	8	13	9	12	5	9	7	3	14	0
HIST1H4C	4	3	7	6	0	4	0	7	10	8	4	7	13	9	10	5	8	6	2	13	0
HIST1H1T	5	3	9	8	0	4	0	9	11	6	4	9	13	10	10	5	5	6	3	13	0
HIST1H2BC	5	5	10	9	0	4	0	10	9	6	6	13	15	12	9	3	5	7	4	13	0
HIST1H2AC	5	5	10	9	0	4	0	10	9	6	6	13	15	12	9	3	5	7	4	13	0
HIST1H1E	12	4	16	12	0	4	0	16	12	7	12	13	19	17	11	7	11	7	6	19	0
HIST1H2BD	12	4	16	12	0	4	0	16	12	7	13	13	19	17	12	7	11	7	6	19	0
HIST1H2BE	14	7	16	12	0	1	0	21	10	5	18	10	18	18	14	9	7	4	6	16	0
HIST1H4D	16	7	17	13	0	1	0	22	10	5	20	12	19	19	15	10	8	4	6	17	0
HIST1H2AD	16	7	17	12	0	1	0	22	10	6	20	12	19	19	15	10	8	4	6	17	0
HIST1H3D	16	7	17	12	0	1	0	22	10	6	20	12	19	19	15	10	8	4	6	17	0
HIST1H2BF	16	7	17	12	0	1	0	22	10	6	20	12	19	19	15	10	8	4	6	17	0
HIST1H4E	16	7	19	12	0	1	0	23	10	6	22	12	20	22	15	12	8	4	6	18	1
HIST1H2BG	14	8	16	10	0	1	0	19	6	5	21	7	17	19	14	12	8	3	5	14	1
HIST1H2AE	14	8	16	10	0	1	0	19	6	5	21	7	17	19	14	12	8	3	5	14	1
HIST1H3E	13	6	14	9	0	1	0	17	6	5	19	5	15	17	13	12	8	3	4	13	1
HIST1H1D	11	6	12	9	0	2	0	18	6	5	19	4	16	18	13	12	8	3	4	14	1
HIST1H4F	11	6	11	9	0	1	0	17	4	5	20	5	17	18	15	13	8	4	4	15	1
HIST1H3F	14	9	12	8	0	1	0	18	6	5	18	6	15	14	14	10	7	6	6	12	1
HIST1H2BH	14	9	12	8	0	1	0	18	6	5	18	6	15	14	14	10	6	6	6	12	1
HIST1H3G	11	12	18	14	0	1	0	18	2	8	14	11	13	11	15	10	6	7	4	14	1
HIST1H2BI	12	11	19	14	0	1	0	19	3	8	17	14	14	13	15	11	6	8	4	15	1
HIST1H4H	14	14	23	13	0	2	0	21	5	9	17	16	17	14	15	10	5	10	8	21	1
BTN3A2	12	9	17	6	0	4	0	23	5	5	13	16	15	12	15	5	1	11	11	15	1
BTN2A2	6	6	10	4	0	3	0	17	2	4	8	7	11	8	11	3	1	8	8	6	1
BTN3A1	1	4	6	3	0	2	0	11	0	3	8	6	9	3	7	2	0	4	3	3	1
BTN3A3	1	1	4	3	0	1	0	11	1	2	6	2	6	3	8	1	1	3	3	8	0
BTN2A1	1	1	2	4	0	1	0	10	3	3	5	2	6	2	9	2	1	4	5	10	0
HMGN4	10	12	13	9	0	6	0	25	9	8	11	17	21	9	13	9	5	7	7	17	0
ABT1	9	11	12	5	0	5	0	20	8	7	6	11	17	8	10	6	4	6	3	13	0
ZNF322	1	0	4	1	0	0	1	2	0	0	4	3	6	5	4	3	0	0	0	2	0
HIST1H2BJ	16	12	22	6	0	4	1	24	3	3	13	16	16	14	14	9	11	5	9	24	1
HIST1H2AG	16	12	22	6	0	4	1	24	3	3	13	16	16	14	14	9	11	5	9	24	1
HIST1H4I	18	13	23	7	0	4	1	24	3	3	15	18	17	16	15	10	11	5	9	24	1
HIST1H2BK	16	13	21	6	0	4	1	21	3	3	14	16	16	15	16	9	9	5	9	22	1
PRSS16	10	6	18	6	0	3	0	24	3	2	12	13	17	9	14	8	5	5	7	20	0
ZNF391	4	3	8	3	0	1	0	4	0	2	5	4	6	3	3	2	0	1	0	3	0
ZNF184	8	10	11	5	0	4	0	13	0	6	3	12	9	9	10	3	1	7	2	11	0
HIST1H2BL	13	11	20	6	0	4	0	21	6	7	17	17	19	16	12	5	5	12	9	18	0
HIST1H2AI	13	11	20	6	0	4	0	21	6	7	16	17	19	16	12	5	5	12	9	18	0
HIST1H3H	13	11	20	6	0	4	0	21	6	7	16	17	19	16	12	5	5	12	9	18	0
HIST1H2AJ	13	11	20	6	0	4	0	21	6	7	15	17	19	17	10	5	5	12	9	18	0
HIST1H2BM	13	12	21	6	0	4	0	21	6	7	15	17	19	17	10	5	5	12	9	18	0
HIST1H4J	13	12	20	5	0	4	0	21	5	6	14	17	19	17	8	4	5	12	10	19	0
HIST1H2AK	10	9	18	5	0	4	0	16	4	6	12	14	16	16	8	4	4	8	8	16	0
HIST1H2BN	10	9	18	5	0	4	0	16	4	6	12	14	16	16	8	4	4	8	8	16	0
HIST1H2AL	5	8	14	3	0	1	0	12	2	2	13	16	11	13	11	3	5	4	4	11	0
HIST1H1B	5	8	14	3	0	1	0	12	2	2	13	16	11	13	10	3	5	4	4	11	0
HIST1H3I	5	8	14	3	0	1	0	12	2	2	12	15	11	13	10	3	5	4	4	11	0
HIST1H4L	5	9	14	3	0	1	0	12	2	2	12	15	11	13	10	3	5	4	4	11	0
HIST1H3J	1	8	7	0	0	1	0	6	0	1	8	7	7	8	7	2	2	1	1	7	0
HIST1H2AM	1	8	7	0	0	1	0	6	0	1	8	7	7	8	7	3	3	2	2	8	0
HIST1H2BO	1	8	7	0	0	1	0	6	0	1	8	7	7	8	7	3	3	2	2	8	0
ZNF165	4	3	5	3	0	1	0	4	0	2	4	2	7	3	4	3	1	4	3	4	1
ZSCAN16	7	2	8	7	0	1	0	6	0	4	11	5	8	7	7	6	1	5	4	7	1
ZKSCAN8	5	0	7	5	0	0	0	4	0	3	9	3	5	6	5	4	0	2	1	5	0
ZSCAN9	5	11	11	3	0	1	0	11	0	3	9	7	6	4	9	2	2	1	0	6	0
ZKSCAN4	5	11	11	4	0	1	0	11	0	3	10	7	7	6	9	2	4	1	0	5	0
NKAPL	5	11	11	4	0	1	0	11	0	3	10	7	7	6	9	2	4	1	0	5	0
ZSCAN26	4	10	8	3	0	1	0	9	0	2	7	5	9	5	8	2	4	1	0	4	0
PGBD1	1	5	5	1	0	0	0	6	0	1	4	2	7	4	5	1	3	1	0	3	0
ZKSCAN3	5	8	9	8	0	2	0	15	5	8	7	8	13	13	15	7	3	7	6	14	0
ZSCAN31	5	8	9	8	0	2	0	15	5	8	8	8	16	13	16	7	3	7	6	14	0
ZSCAN12	4	7	7	4	0	2	0	9	3	8	10	6	12	10	11	5	2	3	3	9	0
ZSCAN23	4	11	7	5	0	0	0	10	2	2	9	8	10	10	11	6	4	4	2	5	0
TRIM27	13	8	15	4	0	5	0	25	1	8	17	14	14	12	14	5	6	7	3	10	0
ZNF311	6	6	11	5	0	1	0	18	4	4	15	6	10	9	9	8	5	8	5	8	1
UBD	0	1	2	1	0	0	0	0	1	2	0	0	4	0	1	2	0	0	0	1	1
GABBR1	0	1	3	1	0	3	0	11	3	3	3	2	5	5	5	4	0	1	0	0	1
MOG	0	2	3	1	0	3	0	12	2	2	3	2	3	5	4	5	0	1	0	0	0
ZFP57	0	2	3	1	0	3	0	12	2	2	3	2	3	5	4	5	0	1	0	0	0
HLA-F	0	2	3	2	0	0	0	3	1	0	1	0	1	3	3	6	0	1	1	1	0
HLA-G	0	4	1	0	0	0	0	1	0	0	3	0	0	2	1	3	0	0	1	1	0
HLA-A	3	5	5	3	0	1	0	7	2	1	2	2	7	4	5	1	1	2	3	2	0
ZNRD1	1	4	5	4	0	1	0	5	0	0	6	4	3	6	4	4	1	1	1	5	0
PPP1R11	1	4	5	4	0	1	0	5	0	0	6	4	3	6	4	3	1	1	1	5	0
RNF39	1	4	5	4	0	1	0	5	0	0	6	4	3	6	4	3	1	1	1	5	0
TRIM31	0	3	5	3	0	1	0	5	1	1	4	2	4	4	4	3	0	0	1	3	0
TRIM10	0	2	1	0	0	0	0	2	1	2	1	0	2	0	3	3	0	1	1	3	0
TRIM15	0	2	1	0	0	0	0	2	1	2	1	0	2	0	3	3	0	1	1	3	0
TRIM26	0	0	0	2	0	0	0	0	1	1	1	0	0	1	0	3	0	1	0	1	0
TRIM39	4	5	3	3	0	1	0	6	1	1	6	5	2	5	4	5	0	3	3	4	0
RPP21	4	5	3	3	0	1	0	7	1	1	6	5	3	5	4	5	0	3	3	4	0
HLA-E	3	6	9	5	0	2	0	7	4	2	5	3	3	5	8	3	1	2	3	5	0
PRR3	5	6	8	5	0	5	0	13	6	2	7	9	9	8	10	5	2	3	6	8	0
GNL1	5	6	8	5	0	5	0	13	6	2	7	9	9	8	10	5	2	3	6	8	0
ABCF1	6	6	9	5	0	7	0	12	6	4	5	13	10	8	10	5	2	4	6	7	0
PPP1R10	8	3	8	4	0	5	0	7	2	5	2	9	8	5	7	4	0	2	2	4	0
MRPS18B	8	3	8	4	0	5	0	7	2	5	2	9	8	5	7	4	0	2	2	4	0
ATAT1	8	2	7	2	0	2	0	7	1	5	0	8	6	5	6	2	0	2	2	5	0
C6orf136	11	2	11	6	0	2	0	18	3	6	0	8	6	11	8	5	2	4	3	8	0
DHX16	12	1	16	9	0	0	0	19	4	7	0	2	3	12	8	6	4	4	3	9	0
PPP1R18	12	1	17	10	0	1	0	23	4	6	0	2	2	12	9	7	4	4	3	10	0
NRM	12	2	17	10	0	1	0	23	4	6	0	2	2	12	9	7	4	4	3	10	0
MDC1	11	2	19	11	0	1	0	31	5	5	4	2	6	14	11	8	5	6	5	13	0
TUBB	11	3	21	12	0	1	0	32	6	5	4	2	7	15	12	9	6	7	5	16	0
FLOT1	9	8	19	8	0	1	0	22	3	5	7	2	10	11	12	7	4	6	6	15	0
IER3	9	8	19	8	0	1	1	22	3	5	7	2	10	11	12	7	4	6	6	15	0
DDR1	5	4	8	8	0	1	0	19	5	4	7	6	11	6	11	7	3	6	9	10	1
GTF2H4	5	4	9	8	0	1	0	18	5	4	6	5	13	7	10	6	3	7	9	11	0
VARS2	5	4	9	8	0	1	0	18	5	4	6	5	13	7	10	6	3	7	9	11	0
C6orf15	2	6	5	1	0	1	0	6	5	2	1	1	6	4	7	4	0	2	4	3	0
PSORS1C1	2	6	5	1	0	1	0	6	5	2	1	1	6	4	7	4	0	2	4	3	0
CDSN	2	6	5	1	0	1	0	7	5	2	1	1	6	5	6	3	0	2	4	2	0
PSORS1C2	1	3	2	1	0	1	0	5	2	2	2	1	4	5	4	1	0	1	2	1	0
CCHCR1	2	5	7	4	0	2	0	8	5	2	6	5	1	7	4	3	0	0	1	3	0
TCF19	2	5	7	4	0	2	0	8	5	2	6	5	1	7	4	3	0	0	1	3	0
POU5F1	2	4	7	4	0	2	0	8	5	2	6	5	1	7	4	3	0	0	1	3	0
HLA-C	0	4	1	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	0	0	0
HLA-B	4	1	6	5	0	1	0	8	2	0	5	3	5	7	9	5	0	2	1	3	0
MICA	4	3	6	6	0	1	0	9	3	1	5	3	5	7	7	6	0	2	1	4	0
MICB	4	4	9	3	0	1	0	14	4	1	7	5	12	8	5	5	1	3	2	5	0
MCCD1	4	11	13	5	0	4	0	24	7	4	8	7	16	11	8	7	1	5	5	8	0
DDX39B	4	11	12	6	0	4	0	23	6	4	8	5	14	12	6	8	1	4	5	8	0
ATP6V1G2	3	11	11	6	0	4	0	20	5	4	8	4	13	10	5	7	1	4	5	7	0
NFKBIL1	3	11	11	6	0	4	0	20	5	4	8	4	13	10	5	7	1	4	5	7	0
LTA	8	11	11	7	0	6	0	22	7	7	7	4	15	10	7	8	1	4	7	10	0
TNF	8	10	11	8	0	6	0	22	7	7	7	4	15	10	7	8	1	4	7	10	0
LTB	8	8	9	8	0	6	0	21	7	7	6	4	13	8	7	7	1	3	7	9	0
LST1	8	8	9	8	0	6	0	21	7	7	6	4	12	8	7	7	1	3	7	9	0
NCR3	5	8	7	7	0	5	0	19	7	7	3	3	11	7	6	7	1	3	7	8	0
AIF1	13	2	9	10	0	5	0	20	6	6	2	1	7	9	9	10	3	4	4	14	0
PRRC2A	14	1	10	10	0	7	0	21	6	5	2	1	7	10	10	10	4	4	4	15	0
APOM	13	4	11	9	0	8	0	21	5	8	1	1	10	9	9	9	6	9	6	18	0
BAG6	13	4	12	9	0	9	0	22	5	8	1	1	10	9	9	9	6	9	6	18	0
C6orf47	14	4	12	11	0	9	0	24	6	8	1	1	9	11	12	10	7	9	6	19	0
CSNK2B	14	4	12	11	0	10	0	25	6	7	1	1	9	11	12	10	7	9	6	18	0
GPANK1	14	4	12	11	0	10	0	25	6	7	1	1	9	11	12	10	7	9	6	18	0
ABHD16A	17	5	26	14	0	14	0	38	4	8	2	0	5	18	18	19	11	10	6	22	0
LY6G6F	15	5	26	14	0	14	0	38	4	8	2	0	5	18	18	19	11	9	6	22	0
LY6G6C	11	5	22	13	0	12	0	35	4	7	2	0	8	12	15	16	8	8	6	13	0
C6orf25	11	5	23	15	0	12	0	36	5	8	2	0	9	14	15	17	8	8	6	14	0
DDAH2	12	4	24	16	0	12	0	36	6	9	2	0	10	15	15	18	9	9	7	16	0
CLIC1	12	4	23	15	0	12	0	36	6	8	2	0	10	15	15	17	8	8	6	16	0
MSH5	12	3	23	15	0	12	0	36	6	8	2	0	10	15	15	16	8	8	6	16	0
SAPCD1	16	2	26	15	0	13	0	36	5	7	3	2	7	16	16	17	6	7	4	14	0
VWA7	19	2	25	15	0	13	0	33	4	8	3	2	7	16	16	15	4	6	3	21	0
VARS	16	2	17	12	0	8	0	24	7	6	3	2	7	14	12	8	4	6	2	18	0
LSM2	16	1	16	12	0	8	0	24	7	6	1	2	7	13	13	8	4	6	2	19	0
HSPA1L	17	4	19	13	0	10	0	25	9	6	3	4	7	15	16	9	4	8	2	20	0
HSPA1A	17	4	19	13	0	10	0	25	9	6	3	4	7	15	16	9	4	8	2	20	0
HSPA1B	14	4	14	9	0	9	0	21	6	4	3	4	4	12	16	6	3	7	1	16	0
C6orf48	14	4	14	9	0	9	0	20	6	4	3	4	3	12	16	6	3	7	1	16	0
NEU1	8	7	11	10	0	5	0	19	5	3	6	6	2	11	13	7	3	4	2	17	0
SLC44A4	4	8	9	7	0	5	0	16	5	1	6	6	2	9	11	9	2	4	2	8	0
EHMT2	1	9	6	6	0	2	0	9	2	0	6	6	4	5	10	8	0	2	1	4	0
C2	1	9	6	6	0	2	0	9	2	0	6	6	4	5	10	8	0	2	1	4	0
ZBTB12	2	11	8	7	0	2	0	10	2	1	8	7	5	6	12	8	1	3	2	3	0
CFB	4	11	10	9	0	1	0	13	2	2	10	10	5	9	12	8	1	3	9	4	0
SKIV2L	4	10	8	5	0	1	0	7	2	2	6	6	5	6	11	5	1	3	8	2	0
NELFE	4	10	8	5	0	1	0	7	2	2	6	6	4	6	11	5	1	3	8	2	0
STK19	4	7	8	5	0	1	0	8	2	2	7	6	4	6	10	5	1	3	8	2	0
DXO	4	7	8	5	0	1	0	8	2	2	7	6	4	6	10	5	1	3	8	2	0
TNXB	6	6	9	6	0	5	0	13	4	3	3	6	7	7	10	12	1	3	3	6	0
ATF6B	10	5	12	7	0	8	0	20	5	5	5	11	9	10	12	13	2	6	6	8	0
FKBPL	10	5	13	8	0	8	0	21	5	5	5	12	9	10	12	13	2	6	6	9	0
PRRT1	13	3	18	9	0	9	0	31	5	7	4	18	11	10	18	14	2	6	8	10	0
PPT2	13	3	18	9	0	9	0	31	5	7	4	18	11	10	18	14	2	6	8	10	0
AGPAT1	12	3	17	9	0	7	0	29	4	6	5	17	11	10	15	9	2	7	8	10	0
RNF5	11	3	17	9	0	7	0	29	4	6	5	17	11	10	14	9	2	7	8	10	0
PBX2	8	3	13	7	0	6	0	25	2	6	5	14	8	8	12	6	1	5	7	8	0
GPSM3	8	3	14	7	0	6	0	26	2	6	5	15	8	8	12	7	1	4	6	8	0
NOTCH4	6	2	8	4	0	4	0	19	1	4	4	12	5	6	10	5	0	3	3	5	0
HLA-DRA	0	3	2	0	0	0	0	0	1	1	1	0	1	1	1	4	0	0	0	0	0
HLA-DRB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DRB1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HLA-DQA1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HLA-DQB1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
HLA-DQA2	0	2	0	0	0	0	0	1	0	2	0	0	0	0	2	3	0	0	0	0	0
HLA-DQB2	0	3	0	0	0	0	0	0	1	2	0	0	0	0	2	2	0	0	0	0	0
HLA-DOB	0	5	3	3	0	0	0	5	3	2	3	3	2	4	4	4	1	2	1	4	0
TAP2	0	4	3	3	0	0	0	5	3	1	3	3	2	4	3	5	1	2	1	4	0
PSMB8	0	4	3	3	0	0	0	5	3	1	3	3	2	4	4	5	1	2	1	4	0
TAP1	0	4	3	3	0	0	0	5	2	1	3	3	2	4	4	4	1	2	1	4	0
PSMB9	0	4	3	3	0	0	0	5	2	1	3	3	2	4	4	4	1	2	1	4	0
HLA-DMB	3	2	5	2	0	1	0	5	8	1	0	0	0	4	7	7	2	1	2	8	0
HLA-DMA	3	2	5	2	0	1	0	5	8	1	0	0	0	4	6	8	2	1	2	8	0
BRD2	3	0	5	2	0	1	0	5	8	1	0	0	0	4	6	9	2	1	2	8	0
HLA-DOA	3	0	5	2	0	1	0	5	9	1	0	0	0	4	5	7	2	2	3	8	0
HLA-DPB1	2	2	0	0	0	0	0	0	2	1	1	0	0	0	1	5	0	1	1	0	0
HLA-DPA1	2	2	0	0	0	0	0	0	1	1	1	0	0	0	1	6	0	0	0	0	0
SLC39A7	4	1	5	6	0	2	0	11	3	1	6	6	8	8	8	11	1	0	0	4	1
RXRB	4	1	5	6	0	2	0	11	3	1	6	6	8	8	8	11	1	0	0	4	1
HSD17B8	4	1	5	6	0	2	0	12	3	1	6	6	8	8	8	11	1	0	0	4	1
RING1	4	1	5	6	0	2	0	12	3	1	6	6	8	8	8	11	1	0	0	4	1
VPS52	8	2	13	11	0	5	0	19	4	2	4	14	9	11	9	9	3	0	1	12	1
RPS18	8	2	13	11	0	5	0	19	4	2	4	14	9	11	9	9	3	0	1	12	1
B3GALT4	10	2	14	11	0	6	0	21	6	2	5	15	9	12	10	10	3	0	1	15	1
WDR46	10	2	14	11	0	6	0	22	6	2	5	15	8	12	9	10	3	0	1	15	1
PFDN6	10	2	14	11	0	6	0	22	6	2	5	15	8	12	9	10	3	0	1	15	1
RGL2	10	2	16	13	0	6	0	22	7	2	3	15	7	12	9	10	3	1	2	15	1
TAPBP	10	2	14	12	0	5	0	21	7	1	4	14	9	12	8	8	3	2	3	16	0
ZBTB22	10	3	15	13	0	5	0	21	7	1	4	14	9	12	8	8	3	2	3	16	0
DAXX	8	3	14	13	0	4	0	20	7	0	4	12	8	12	7	8	3	2	3	13	0
KIFC1	6	5	12	10	0	5	0	26	4	1	14	11	18	10	13	9	5	8	9	12	0
PHF1	5	6	11	9	0	5	0	25	3	1	14	12	16	11	14	9	5	6	7	11	0
CUTA	5	5	10	8	0	5	0	25	3	1	13	12	16	10	14	9	5	6	7	11	0
SYNGAP1	5	5	10	8	0	5	0	25	3	1	13	12	16	10	14	9	5	6	7	11	0
ZBTB9	2	4	5	7	0	5	0	19	2	1	10	9	10	8	9	8	5	6	6	8	0
BAK1	0	1	5	2	0	0	0	6	2	1	3	2	4	6	4	4	0	1	2	4	0
ITPR3	0	2	6	2	0	0	0	7	2	1	2	2	5	7	5	5	0	1	2	4	0
UQCC2	1	6	4	6	0	1	0	1	5	3	5	2	2	5	3	4	0	0	1	1	0
IP6K3	3	4	6	7	0	1	0	3	7	2	5	2	2	11	6	5	0	0	1	3	0
LEMD2	2	3	3	6	0	1	0	2	4	0	2	0	2	9	6	7	0	0	1	3	0
GRM4	0	1	2	2	0	0	0	3	3	0	4	1	5	2	4	9	0	1	1	0	0
HMGA1	3	13	9	11	0	1	0	22	7	3	13	7	13	9	8	10	3	6	7	11	0
C6orf1	3	13	7	10	0	1	0	19	6	3	12	6	10	10	7	8	3	5	7	11	0
NUDT3	1	3	5	4	0	1	0	4	1	1	6	5	5	3	5	3	0	0	0	2	0
RPS10	2	3	7	6	0	1	0	7	1	0	7	5	5	5	7	4	0	0	0	2	0
PACSIN1	1	5	3	3	0	0	0	5	0	1	4	1	1	5	6	2	0	0	0	0	0
SPDEF	1	2	5	6	0	1	0	10	4	2	2	0	9	8	4	6	4	4	6	7	0
C6orf106	8	19	10	2	0	2	1	14	1	6	3	4	8	4	14	0	2	5	6	5	1
SNRPC	1	5	9	5	0	0	0	9	2	1	6	3	6	4	4	2	1	1	3	6	0
UHRF1BP1	1	4	7	4	0	0	0	7	2	2	3	2	7	4	4	2	1	3	2	8	0
TAF11	2	8	6	3	0	0	0	5	3	6	0	4	5	4	4	3	2	2	1	3	0
ANKS1A	2	8	6	4	0	0	0	5	3	6	0	4	6	4	4	3	2	2	1	3	0
TCP11	0	5	1	3	0	0	0	1	0	1	2	0	4	1	3	5	1	3	2	1	1
ZNF76	2	3	4	5	0	0	0	5	1	2	5	3	6	5	6	4	1	3	1	5	0
DEF6	3	4	9	7	0	1	0	9	3	5	5	4	8	8	9	5	2	4	1	5	0
PPARD	2	2	7	7	0	1	0	8	3	4	6	3	5	9	8	6	2	1	0	2	0
FANCE	1	2	7	11	0	0	0	7	2	0	8	8	14	6	3	6	0	0	2	4	0
RPL10A	1	2	7	11	0	0	0	8	1	0	8	8	13	6	3	5	0	0	1	4	0
TEAD3	1	2	7	11	0	0	0	10	2	0	8	8	11	6	3	5	0	0	1	4	0
FKBP5	4	5	7	7	0	1	0	10	4	4	6	4	6	8	6	5	1	2	2	6	0
