CTCF	EP300	GABPA	MAFK	NFE2L2	REST
CCNA2	5	0	0	0	1	0
BBS7	5	0	0	0	0	0
KIAA1109	0	0	0	0	0	1
BBS12	5	5	0	0	0	1
FGF2	5	7	1	1	0	2
NUDT6	2	2	1	1	0	1
SPATA5	2	2	1	1	0	1
SPRY1	0	0	0	0	0	1
ANKRD50	2	2	0	1	0	0
INTU	2	0	0	2	0	0
HSPA4L	2	1	1	2	0	0
PLK4	3	1	2	0	0	0
MFSD8	3	1	2	0	0	0
LARP1B	5	0	1	1	0	0
PGRMC2	4	6	0	3	1	1
JADE1	2	0	1	2	0	0
SCLT1	0	0	0	0	0	0
C4orf33	0	0	0	0	0	0
PCDH10	2	0	0	0	0	0
PABPC4L	0	0	0	0	0	0
PCDH18	1	0	0	1	0	0
SLC7A11	0	4	0	3	3	0
ELF2	3	0	3	2	1	0
MGARP	3	0	2	1	1	0
NAA15	3	0	2	0	0	0
NDUFC1	3	0	2	0	0	0
RAB33B	3	0	0	1	0	0
SETD7	9	3	1	1	1	0
MGST2	10	2	1	1	1	0
MAML3	1	1	0	0	1	0
SCOC	3	0	0	0	0	0
CLGN	2	1	1	0	0	0
ELMOD2	3	1	1	0	0	0
TBC1D9	2	2	0	2	0	1
RNF150	3	0	0	0	0	0
ZNF330	3	0	0	1	0	0
IL15	1	1	0	1	1	0
INPP4B	3	1	0	0	0	0
USP38	0	0	1	0	1	0
GAB1	2	0	0	0	1	0
SMARCA5	1	0	0	1	0	0
GYPE	0	0	0	1	0	0
GYPB	0	0	0	1	0	0
GYPA	0	0	0	0	0	0
HHIP	2	0	0	0	0	0
ABCE1	1	0	1	2	0	0
ANAPC10	1	0	1	2	0	0
OTUD4	2	0	1	2	0	0
SMAD1	1	1	0	2	0	0
ZNF827	3	0	0	0	0	0
LSM6	4	1	1	1	0	1
SLC10A7	2	0	0	1	0	0
POU4F2	1	0	0	0	0	2
TTC29	2	1	0	1	0	0
EDNRA	5	3	1	1	0	0
TMEM184C	7	6	3	1	1	0
ARHGAP10	2	0	0	0	0	0
NR3C2	0	0	0	0	0	0
DCLK2	4	0	1	1	2	0
MAB21L2	0	1	0	0	0	0
LRBA	4	0	1	0	0	0
RPS3A	2	0	1	1	0	0
SH3D19	1	0	0	2	0	0
FAM160A1	1	0	0	1	0	0
FBXW7	3	0	1	1	0	0
TMEM154	1	0	1	1	0	0
TIGD4	2	1	3	1	0	0
ARFIP1	2	1	3	1	0	0
FHDC1	1	1	1	0	0	1
TRIM2	11	1	1	0	0	2
MND1	4	0	0	1	0	0
KIAA0922	3	0	0	3	0	0
RNF175	2	0	0	1	0	0
DCHS2	5	0	1	0	0	0
PLRG1	6	0	1	0	0	0
FGB	6	0	1	0	0	0
FGA	6	0	1	0	0	0
FGG	4	0	1	0	0	0
LRAT	0	1	0	0	0	0
NPY2R	0	0	0	1	0	0
MAP9	2	0	0	0	0	0
GUCY1A3	0	0	0	0	0	0
GUCY1B3	3	0	1	0	0	0
TDO2	4	0	2	0	0	0
CTSO	3	0	1	0	0	0
PDGFC	3	2	0	0	0	0
GLRB	1	1	0	0	0	0
FAM198B	1	0	0	0	0	0
TMEM144	1	0	0	0	0	0
RXFP1	2	0	0	0	0	0
ETFDH	4	0	1	0	0	1
C4orf46	4	0	1	0	0	1
PPID	3	0	1	0	0	1
FNIP2	2	0	1	0	0	1
RAPGEF2	3	1	0	1	0	0
FSTL5	1	0	0	0	0	1
NAF1	1	0	0	1	0	0
NPY1R	1	0	0	0	0	0
TMA16	5	0	2	0	0	0
MARCH1	0	0	0	0	0	1
FAM218A	4	0	0	1	0	0
TRIM61	4	0	0	0	0	0
TMEM192	3	0	1	0	0	1
KLHL2	2	1	1	0	0	1
MSMO1	3	3	0	2	0	1
CPE	4	3	0	2	0	1
TLL1	1	2	0	0	0	0
SPOCK3	0	0	0	0	0	0
ANXA10	3	1	0	2	1	0
DDX60	1	0	1	1	0	0
DDX60L	2	2	0	3	0	0
PALLD	3	2	0	4	0	0
CBR4	3	0	1	0	0	1
SH3RF1	2	2	0	0	0	0
NEK1	2	0	0	1	1	0
CLCN3	2	0	0	1	1	0
MFAP3L	4	0	1	1	0	0
AADAT	4	0	1	1	0	0
GALNTL6	1	0	0	0	0	0
GALNT7	2	1	0	1	0	3
HMGB2	5	2	0	1	0	2
SAP30	4	1	0	1	0	1
SCRG1	5	1	0	1	0	1
HAND2	4	0	0	0	0	0
CEP44	2	2	1	0	0	0
FBXO8	2	2	1	0	0	0
HPGD	0	0	0	1	0	1
GLRA3	0	0	0	0	0	1
GPM6A	1	0	0	1	0	0
WDR17	1	0	0	1	0	0
SPATA4	3	2	0	1	0	0
SPCS3	2	1	1	1	0	0
VEGFC	1	0	0	0	1	2
NEIL3	4	0	0	1	0	0
AGA	2	0	0	1	0	0
TENM3	1	1	0	1	0	0
DCTD	4	0	1	1	0	0
WWC2	2	1	0	0	0	0
CDKN2AIP	4	4	3	2	0	0
ING2	4	3	3	2	0	0
RWDD4	3	0	1	0	0	0
TRAPPC11	3	0	1	0	0	0
STOX2	1	0	0	0	0	0
IRF2	4	2	3	1	1	0
CASP3	1	0	1	0	1	1
PRIMPOL	1	0	1	0	1	1
CENPU	1	1	1	0	1	1
ACSL1	1	1	0	0	0	0
SLC25A4	2	0	0	0	0	1
LRP2BP	1	0	1	0	1	1
ANKRD37	1	0	1	0	1	1
UFSP2	0	1	1	1	1	2
C4orf47	0	1	1	1	1	2
PDLIM3	1	2	1	2	1	1
SORBS2	2	2	0	0	1	0
TLR3	6	1	0	0	0	0
FAM149A	6	0	1	0	0	0
CYP4V2	5	0	1	0	0	0
FAT1	4	1	0	0	1	0
ZFP42	2	1	0	1	0	0
TRIML2	1	3	3	1	0	0
FRG1	4	1	1	0	0	0
CCDC127	7	2	7	5	4	1
SDHA	7	2	7	5	4	1
PDCD6	9	2	6	4	4	1
EXOC3	9	6	6	1	2	2
SLC9A3	10	0	7	1	0	2
CEP72	6	0	2	0	0	0
TPPP	4	0	0	0	0	0
BRD9	18	2	4	3	2	1
TRIP13	18	2	4	3	2	1
NKD2	12	2	2	3	1	2
SLC12A7	12	2	0	1	2	2
SLC6A19	14	2	1	2	2	3
TERT	9	1	3	2	1	2
CLPTM1L	7	1	3	1	1	3
SLC6A3	9	1	2	0	0	2
LPCAT1	8	1	1	1	0	1
MRPL36	4	0	0	2	0	1
NDUFS6	4	0	0	2	0	1
IRX4	5	0	1	2	0	1
IRX2	3	0	0	0	0	0
C5orf38	3	0	0	0	0	0
IRX1	1	0	0	0	0	0
MED10	4	5	2	1	1	3
UBE2QL1	5	4	1	1	0	1
SRD5A1	6	2	3	3	0	4
NSUN2	6	2	3	3	0	4
ADCY2	1	0	0	0	0	0
C5orf49	11	1	1	0	1	0
FASTKD3	10	1	1	0	1	0
MTRR	10	1	1	0	1	0
FAM173B	9	5	3	8	2	2
CCT5	9	5	3	8	2	2
CMBL	9	5	4	10	2	3
MARCH6	11	5	3	10	2	1
ROPN1L	13	4	4	8	3	1
DAP	17	1	4	2	2	0
CTNND2	0	0	0	0	0	0
TRIO	5	1	0	5	2	0
FAM105A	5	1	1	1	1	1
ANKH	2	5	2	5	2	2
FBXL7	2	0	0	2	0	0
MARCH11	1	0	0	0	0	1
ZNF622	8	1	4	3	3	0
FAM134B	7	0	0	1	1	0
MYO10	4	6	0	4	0	0
BASP1	10	10	2	10	7	1
CDH18	0	0	0	0	0	0
CDH12	0	0	0	2	0	0
CDH10	1	0	0	4	0	0
CDH9	0	0	0	2	0	1
CDH6	7	0	2	0	1	3
DROSHA	0	0	1	5	1	0
C5orf22	0	0	1	5	1	0
PDZD2	2	0	0	1	0	0
GOLPH3	7	3	1	3	2	2
MTMR12	6	1	2	5	1	2
ZFR	7	2	1	3	0	2
SUB1	5	4	1	3	2	3
NPR3	11	7	1	3	3	0
TARS	6	3	2	0	1	1
ADAMTS12	2	0	0	1	1	1
SLC45A2	4	1	1	4	1	1
AMACR	4	1	1	4	1	1
C1QTNF3	3	1	1	4	1	0
RAI14	3	1	1	0	1	0
TTC23L	6	1	3	1	0	0
BRIX1	6	1	3	1	0	0
DNAJC21	6	1	3	0	0	0
PRLR	4	0	0	0	0	0
SPEF2	4	1	1	1	2	0
IL7R	9	6	0	0	0	0
UGT3A1	13	0	0	1	0	0
UGT3A2	5	2	1	1	1	0
LMBRD2	6	3	3	1	1	1
SKP2	6	3	3	1	1	1
NADK2	5	3	3	3	1	1
RANBP3L	6	1	2	4	0	1
SLC1A3	10	3	1	4	0	1
NIPBL	5	1	3	2	0	1
C5orf42	2	2	1	5	1	0
NUP155	3	3	3	3	1	1
WDR70	3	2	2	2	0	1
GDNF	5	0	1	0	0	0
EGFLAM	4	0	1	0	0	2
LIFR	7	6	2	5	1	0
OSMR	9	10	2	3	1	5
RICTOR	4	4	2	5	3	2
FYB	2	0	1	0	0	0
DAB2	5	8	0	4	2	2
PTGER4	6	1	2	2	1	2
TTC33	9	2	5	5	3	2
PRKAA1	9	2	4	5	2	1
RPL37	9	2	4	5	2	1
CARD6	8	2	4	5	2	1
C7	4	1	1	4	2	0
PLCXD3	3	1	0	0	0	1
OXCT1	5	0	2	5	1	0
C5orf51	5	0	2	3	0	0
FBXO4	6	0	2	3	0	0
GHR	1	0	0	0	0	0
CCDC152	3	1	0	2	0	0
SEPP1	7	1	0	2	0	0
ANXA2R	20	10	13	13	5	2
ZNF131	12	3	5	6	3	3
NIM1K	5	0	2	2	2	2
HMGCS1	5	2	2	2	0	0
CCL28	5	5	4	3	1	3
C5orf34	5	4	4	3	1	3
PAIP1	7	3	4	3	1	2
NNT	5	1	2	2	0	0
MRPS30	3	5	1	3	1	1
HCN1	1	0	0	1	1	1
EMB	0	0	0	0	0	0
PARP8	1	0	0	0	0	0
ISL1	3	1	0	0	0	1
PELO	4	6	1	0	1	0
ITGA1	4	6	1	0	1	0
ITGA2	10	5	0	2	0	1
MOCS2	5	4	0	1	0	1
FST	4	2	1	4	1	0
NDUFS4	2	1	2	1	0	1
ARL15	7	1	0	0	0	0
HSPB3	4	0	0	1	0	0
SNX18	4	0	0	1	0	0
ESM1	6	0	0	1	0	0
GZMA	6	0	0	2	0	0
GPX8	6	0	1	1	1	0
CDC20B	6	0	1	1	1	0
CCNO	6	0	1	2	1	0
DHX29	4	0	1	1	1	0
SKIV2L2	4	0	1	1	1	0
SLC38A9	3	0	1	1	0	0
IL31RA	2	0	0	0	0	1
IL6ST	5	2	1	2	0	0
ANKRD55	5	2	0	0	1	0
SETD9	4	1	1	2	1	0
MIER3	3	2	1	0	1	1
GPBP1	6	1	0	2	0	0
ACTBL2	3	4	0	1	1	1
PLK2	4	1	0	1	1	0
GAPT	4	1	0	1	1	1
RAB3C	3	0	0	0	0	2
PDE4D	0	0	0	0	1	0
DEPDC1B	5	0	1	0	0	0
ELOVL7	2	0	0	0	0	0
ERCC8	4	0	0	0	1	2
NDUFAF2	4	0	0	0	1	2
SMIM15	2	0	1	1	0	0
KIF2A	1	1	0	1	1	0
DIMT1	1	1	0	1	2	0
IPO11	1	0	0	1	2	0
LRRC70	2	0	0	1	0	0
RNF180	2	0	0	1	0	0
RGS7BP	1	0	0	0	0	0
SREK1IP1	3	0	1	1	0	0
CWC27	3	0	1	1	0	0
ADAMTS6	2	2	0	3	0	0
CENPK	3	2	1	3	0	0
PPWD1	3	2	1	3	0	0
TRIM23	2	1	1	0	0	0
TRAPPC13	2	1	1	1	1	0
SGTB	3	2	1	2	1	0
NLN	3	2	1	2	1	0
SREK1	3	0	0	0	0	0
MAST4	2	0	0	0	0	0
CD180	6	1	0	0	0	0
PIK3R1	3	0	0	2	0	0
SLC30A5	7	0	2	1	1	0
CCNB1	3	0	5	1	0	0
CENPH	2	0	5	1	0	0
MRPS36	1	0	4	1	0	0
CDK7	1	0	5	1	0	0
CCDC125	5	0	3	1	0	0
RAD17	4	0	2	1	0	0
TAF9	4	0	2	1	0	0
MARVELD2	4	0	2	1	0	0
OCLN	2	1	0	2	0	0
BDP1	2	1	0	1	0	0
MCCC2	3	1	0	1	0	0
CARTPT	5	0	0	0	0	2
MAP1B	1	2	0	1	0	1
MRPS27	10	5	1	2	1	0
PTCD2	10	5	1	2	1	0
ZNF366	2	1	0	1	2	0
TNPO1	4	1	1	2	3	0
FCHO2	1	0	0	1	0	0
TMEM171	6	0	0	1	0	1
FOXD1	6	2	1	0	0	0
BTF3	7	0	2	0	0	1
ANKRA2	5	1	2	1	0	1
UTP15	5	1	2	1	0	1
ARHGEF28	6	1	1	3	1	1
HEXB	6	1	1	0	0	1
ENC1	6	1	1	0	0	1
NSA2	3	1	2	2	1	0
GFM2	3	1	2	2	1	0
FAM169A	4	0	1	1	1	1
ANKRD31	5	0	1	1	1	0
HMGCR	3	0	0	0	2	0
POLK	1	0	0	0	0	1
COL4A3BP	1	0	0	0	0	1
POC5	1	0	1	1	0	0
SV2C	4	0	0	0	1	2
IQGAP2	3	0	0	2	1	1
F2RL2	5	0	0	1	0	0
F2R	3	3	0	1	0	0
F2RL1	2	3	0	1	0	0
S100Z	2	3	0	1	0	0
CRHBP	1	0	1	0	0	0
AGGF1	3	0	2	0	0	0
ZBED3	4	2	2	1	0	0
PDE8B	6	2	0	1	0	0
WDR41	2	0	0	0	0	0
OTP	3	0	0	1	0	1
TBCA	2	1	0	1	0	0
AP3B1	5	0	1	5	0	0
SCAMP1	4	0	1	5	0	0
LHFPL2	4	7	0	2	0	0
ARSB	7	0	0	1	0	0
DMGDH	5	0	0	2	0	0
BHMT2	5	0	0	2	0	0
JMY	2	2	0	1	1	0
HOMER1	2	1	3	3	0	0
PAPD4	2	1	3	1	0	0
CMYA5	2	0	2	0	0	0
MTX3	3	0	1	0	0	0
SERINC5	3	0	1	0	0	1
SPZ1	5	1	2	0	0	2
ZFYVE16	5	1	2	0	0	1
FAM151B	4	1	2	0	0	1
MTRNR2L2	3	0	1	0	0	0
MSH3	3	0	1	0	0	0
DHFR	3	0	1	0	0	0
RASGRF2	2	2	0	2	0	2
CKMT2	6	0	1	0	0	0
ZCCHC9	4	0	1	0	0	0
SSBP2	1	3	1	3	2	0
ATG10	0	0	0	1	0	0
RPS23	6	2	1	0	1	1
XRCC4	0	1	1	0	0	2
TMEM167A	0	1	1	0	0	2
VCAN	2	2	0	0	0	2
HAPLN1	2	0	0	2	0	0
EDIL3	0	0	0	1	1	0
COX7C	1	0	1	1	0	1
RASA1	0	0	1	0	0	0
CCNH	1	0	1	1	0	0
TMEM161B	0	1	1	0	0	0
MEF2C	1	0	0	0	0	0
CETN3	6	1	0	1	0	0
MBLAC2	7	1	0	2	0	0
POLR3G	7	1	0	2	0	0
LYSMD3	6	1	0	2	0	0
ARRDC3	3	10	2	4	2	3
NR2F1	5	2	0	2	2	1
FAM172A	4	0	1	1	0	0
KIAA0825	3	3	1	4	0	0
MCTP1	3	0	0	1	0	0
TTC37	4	0	2	0	1	1
ARSK	4	0	2	0	1	1
GPR150	5	3	3	2	1	1
RFESD	5	3	3	3	1	1
RHOBTB3	6	5	3	4	1	0
GLRX	8	8	0	5	2	0
ELL2	4	2	0	2	0	0
PCSK1	4	9	2	3	0	3
CAST	11	7	1	1	0	0
ERAP1	4	0	0	1	0	0
ERAP2	2	0	0	2	0	0
LNPEP	2	0	0	2	0	0
RIOK2	4	0	1	0	0	0
RGMB	7	0	0	2	0	0
FAM174A	4	0	1	0	0	0
ST8SIA4	0	0	0	0	0	1
SLCO4C1	0	0	0	0	0	0
PAM	3	4	0	2	0	0
GIN1	2	1	1	2	1	1
PPIP5K2	2	1	1	2	1	1
C5orf30	2	0	0	2	1	0
NUDT12	3	2	1	2	1	0
EFNA5	2	1	0	0	1	2
FBXL17	1	0	1	1	0	0
FER	1	4	0	1	0	0
PJA2	4	1	0	4	0	3
MAN2A1	5	0	0	1	0	0
TMEM232	1	0	2	0	0	0
SLC25A46	1	0	2	0	0	0
CAMK4	2	0	0	0	0	1
STARD4	2	2	0	0	0	0
NREP	0	0	0	0	0	0
EPB41L4A	4	1	0	0	0	0
APC	2	0	1	0	0	0
SRP19	3	0	1	2	0	1
REEP5	5	0	1	3	0	1
DCP2	5	1	0	4	0	0
MCC	2	0	0	2	1	0
YTHDC2	3	0	0	2	1	0
KCNN2	3	0	0	0	0	1
TRIM36	4	0	1	1	0	0
PGGT1B	3	0	1	2	1	1
CCDC112	5	4	1	3	1	2
FEM1C	2	1	2	0	0	0
TICAM2	2	1	2	0	0	0
TMED7	2	1	2	0	0	1
CDO1	3	1	1	0	0	1
AP3S1	3	1	1	0	0	1
ATG12	3	1	1	0	0	1
COMMD10	1	1	1	0	1	0
SEMA6A	2	0	0	1	0	1
DTWD2	3	0	0	0	1	0
DMXL1	3	0	0	1	1	0
TNFAIP8	4	3	1	2	1	0
HSD17B4	4	0	1	2	1	0
PRR16	1	0	0	0	1	1
SRFBP1	1	2	1	2	1	1
LOX	5	0	1	1	0	3
ZNF474	7	0	1	1	0	2
SNCAIP	1	2	0	0	0	2
SNX2	1	2	0	5	0	0
SNX24	1	3	0	4	0	0
PPIC	2	1	0	1	0	0
CEP120	4	3	2	4	3	0
CSNK1G3	4	3	2	4	3	0
ZNF608	1	3	0	0	0	1
GRAMD3	2	3	1	0	1	1
ALDH7A1	9	2	2	1	0	0
LMNB1	3	1	1	2	0	0
MARCH3	1	0	0	0	0	0
C5orf63	1	0	0	0	0	0
MEGF10	1	0	0	0	0	0
PRRC1	5	0	0	1	0	0
CTXN3	3	0	0	1	0	0
SLC12A2	1	0	1	0	0	0
FBN2	0	1	0	1	0	0
SLC27A6	1	0	0	0	0	0
ISOC1	3	0	1	1	0	0
ADAMTS19	0	0	0	0	0	0
CHSY3	2	0	0	0	0	0
HINT1	1	0	2	2	0	0
LYRM7	1	0	2	2	0	0
CDC42SE2	0	0	2	2	0	0
RAPGEF6	1	0	1	3	2	0
FNIP1	1	1	0	1	0	1
ACSL6	5	2	0	2	0	5
CSF2	6	2	0	3	0	3
P4HA2	14	1	1	1	0	0
PDLIM4	13	1	1	1	0	0
SLC22A4	13	6	1	1	1	2
SLC22A5	15	8	1	3	1	2
IRF1	11	2	2	3	3	0
RAD50	8	2	2	1	3	0
IL13	4	0	0	0	0	0
KIF3A	8	0	0	0	0	0
SEPT8	7	1	1	0	1	0
SOWAHA	8	1	1	0	1	0
SHROOM1	8	1	1	0	1	0
UQCRQ	6	1	2	0	1	1
AFF4	2	1	4	0	1	1
ZCCHC10	1	0	3	0	0	1
HSPA4	1	0	3	0	0	1
C5orf15	10	0	0	0	0	0
VDAC1	11	0	0	0	0	0
TCF7	9	1	0	0	1	2
SKP1	6	4	0	1	1	2
PPP2CA	6	5	0	1	1	2
CDKL3	5	6	2	2	1	0
UBE2B	5	6	2	2	1	0
CDKN2AIPNL	4	8	3	2	1	1
JADE2	10	9	3	1	2	3
SAR1B	6	4	3	2	2	3
SEC24A	8	4	3	2	2	1
CAMLG	3	2	3	0	0	1
DDX46	4	1	1	0	2	0
C5orf24	5	1	1	1	2	0
PCBD2	4	0	0	1	2	0
PITX1	4	1	0	1	0	2
H2AFY	7	0	1	1	0	1
TIFAB	6	0	1	1	0	0
NEUROG1	9	0	0	1	0	1
CXCL14	6	0	0	1	0	1
TGFBI	6	4	1	9	1	2
SMAD5	6	4	1	4	0	1
SPOCK1	4	1	0	1	0	2
KLHL3	5	5	1	2	1	0
HNRNPA0	5	5	1	2	1	0
PKD2L2	2	1	0	3	1	0
FAM13B	5	0	1	2	0	1
NME5	6	1	2	0	0	1
BRD8	5	1	2	0	0	0
KIF20A	5	1	2	0	0	0
CDC23	6	1	2	0	0	0
GFRA3	7	2	2	1	0	1
FAM53C	5	1	0	1	0	1
CDC25C	5	1	0	1	0	1
KDM3B	6	1	0	1	0	1
REEP2	7	0	1	1	0	0
EGR1	6	0	3	2	0	0
ETF1	11	1	3	3	1	0
HSPA9	9	1	2	3	1	1
CTNNA1	5	2	0	1	0	1
LRRTM2	4	0	0	1	0	0
SIL1	7	0	1	1	2	0
MATR3	8	1	2	2	2	0
PAIP2	13	2	3	3	2	0
SLC23A1	10	2	2	3	0	0
MZB1	9	2	2	3	0	0
PROB1	8	2	2	3	0	0
SPATA24	8	2	2	3	0	0
DNAJC18	9	2	2	3	0	0
ECSCR	4	1	0	0	0	0
TMEM173	4	1	0	0	0	0
UBE2D2	6	1	0	1	0	0
CXXC5	7	0	0	2	0	0
PSD2	9	0	0	1	0	3
NRG2	2	0	0	1	0	3
PURA	5	1	2	2	1	3
IGIP	5	1	2	2	1	3
CYSTM1	8	1	2	2	1	4
PFDN1	11	2	4	5	0	3
HBEGF	8	2	4	5	0	3
ANKHD1	8	1	4	6	0	2
ANKHD1-EIF4EBP3	8	1	4	6	0	2
EIF4EBP3	4	2	2	2	0	1
SLC35A4	4	2	3	2	0	1
APBB3	4	2	3	2	0	1
CD14	5	7	8	3	3	5
TMCO6	6	7	8	3	3	5
NDUFA2	6	7	8	3	3	5
IK	6	7	8	3	3	5
WDR55	6	6	7	3	3	4
HARS2	5	6	6	3	3	4
HARS	5	6	6	3	3	4
ZMAT2	6	6	6	3	3	4
PCDHA2	14	5	3	3	3	5
PCDHA3	14	3	3	3	3	5
PCDHA4	14	3	3	3	3	5
PCDHA5	13	1	1	1	1	3
PCDHA6	13	0	0	0	0	2
PCDHA7	13	0	0	0	0	2
PCDHA10	12	1	0	0	0	3
PCDHA11	12	1	0	0	0	3
PCDHA12	12	1	0	0	0	3
PCDHAC2	5	2	1	2	2	6
PCDHB2	12	0	1	0	2	3
PCDHB3	13	0	1	0	2	3
PCDHB4	15	0	1	0	1	1
PCDHB5	16	0	1	0	1	1
PCDHB6	14	0	0	0	0	0
PCDHB7	14	0	0	0	0	0
PCDHB10	14	0	0	0	0	0
PCDHB11	13	0	0	0	0	0
PCDHB12	12	0	0	0	0	0
PCDHB14	12	0	1	0	0	0
PCDHB15	15	0	1	0	0	0
TAF7	19	0	1	0	0	1
PCDHGA1	19	0	1	0	0	1
PCDHGA2	19	0	1	0	0	1
PCDHGA3	19	0	1	0	0	1
PCDHGB1	19	0	1	0	0	1
PCDHGA4	19	0	1	0	0	1
PCDHGB2	19	0	1	0	0	1
PCDHGA5	19	0	1	0	0	1
PCDHGB3	19	0	1	0	0	1
PCDHGA6	18	0	1	0	0	1
PCDHGA7	19	0	1	0	0	1
PCDHGA8	19	0	1	0	0	1
PCDHGA9	19	0	1	0	0	1
PCDHGB6	19	0	1	0	0	1
PCDHGA10	20	0	1	0	0	1
PCDHGB7	20	0	1	0	0	1
PCDHGA11	19	0	0	0	0	1
PCDHGA12	18	1	0	0	0	2
PCDHGC3	14	2	0	0	1	1
PCDHGC4	14	2	0	0	1	1
PCDHGC5	14	2	0	0	1	1
DIAPH1	15	5	3	3	2	6
HDAC3	14	4	3	3	3	8
RELL2	14	4	3	3	3	8
FCHSD1	14	4	3	3	3	9
ARAP3	10	3	3	3	2	11
PCDH1	12	3	4	4	0	5
KIAA0141	12	2	5	5	0	4
RNF14	12	0	5	5	0	2
GNPDA1	10	0	5	5	0	1
NDFIP1	9	0	2	5	0	1
SPRY4	1	2	0	0	1	1
FGF1	12	2	0	3	2	0
ARHGAP26	8	2	0	2	1	0
NR3C1	4	3	2	4	2	0
YIPF5	4	2	2	0	0	1
KCTD16	4	2	2	0	0	1
PRELID2	8	0	0	2	0	1
SH3RF2	6	1	0	3	1	1
LARS	1	4	1	4	1	0
RBM27	1	4	1	4	1	0
POU4F3	2	0	0	1	0	1
TCERG1	8	0	0	1	0	1
PPP2R2B	2	0	0	0	0	2
DPYSL3	5	0	0	0	0	2
JAKMIP2	3	0	0	0	0	0
SCGB3A2	4	0	0	2	0	1
C5orf46	6	1	0	3	0	1
SPINK5	2	7	1	2	0	0
SPINK6	3	4	0	0	0	0
SPINK13	4	4	0	0	0	0
SPINK7	5	5	1	0	0	0
FBXO38	8	1	1	0	0	0
ADRB2	7	1	1	4	0	1
SH3TC2	12	8	2	8	1	1
ABLIM3	8	3	1	6	1	2
AFAP1L1	12	3	3	2	0	3
GRPEL2	16	2	3	3	1	2
PCYOX1L	17	2	3	4	1	1
CSNK1A1	4	6	1	2	0	0
ARHGEF37	6	6	1	2	0	0
PPARGC1B	7	1	0	1	1	0
SLC26A2	8	2	2	1	0	0
HMGXB3	9	2	2	2	0	0
TIGD6	9	2	2	2	0	0
CSF1R	11	5	0	2	0	2
PDGFRB	12	4	0	2	0	2
CDX1	12	4	0	2	0	2
CAMK2A	6	2	1	2	0	3
ARSI	8	2	1	2	0	3
TCOF1	9	2	3	2	2	2
CD74	7	2	3	1	2	2
RPS14	12	1	3	0	2	2
NDST1	15	1	2	0	2	3
SYNPO	13	2	1	1	0	2
RBM22	5	2	2	1	0	1
DCTN4	4	0	2	0	0	0
SMIM3	4	0	2	0	0	0
ZNF300	4	0	0	0	0	0
GPX3	12	3	2	0	0	1
TNIP1	14	3	2	0	0	1
ANXA6	8	3	2	1	0	1
CCDC69	8	0	0	1	0	0
GM2A	7	0	0	1	0	0
SLC36A1	7	0	1	0	0	0
FAT2	5	0	0	0	0	0
SPARC	9	1	3	1	1	0
ATOX1	9	1	3	1	1	0
G3BP1	7	1	3	1	1	0
GRIA1	1	0	0	0	0	0
FAM114A2	3	0	1	1	0	1
MFAP3	3	0	1	1	0	1
GALNT10	4	0	0	1	0	1
SAP30L	7	4	1	1	1	2
HAND1	8	3	1	1	0	2
LARP1	6	0	1	4	2	0
FAXDC2	4	2	1	2	0	1
CNOT8	3	2	1	1	0	1
GEMIN5	6	2	1	2	0	1
MRPL22	6	2	1	2	0	1
SGCD	0	0	0	1	0	0
HAVCR2	4	0	1	2	0	0
MED7	3	0	1	2	0	0
ITK	3	0	1	1	0	0
CYFIP2	10	0	1	1	0	0
NIPAL4	3	1	0	0	0	0
ADAM19	3	0	0	0	0	0
SOX30	5	0	1	0	0	0
THG1L	7	0	1	0	0	0
LSM11	7	0	1	0	0	0
CLINT1	7	1	1	1	0	0
EBF1	3	1	0	1	0	1
RNF145	2	4	1	1	0	0
UBLCP1	2	6	1	0	0	0
IL12B	3	3	1	0	0	0
ADRA1B	8	2	2	1	0	0
TTC1	7	0	1	1	0	0
PWWP2A	7	3	0	2	1	0
FABP6	7	3	0	2	1	0
CCNJL	5	1	2	2	1	0
C1QTNF2	4	2	2	2	1	0
SLU7	5	1	1	1	0	0
PTTG1	5	1	1	1	0	0
GABRB2	1	0	0	1	0	0
GABRG2	0	0	0	0	0	2
CCNG1	5	1	1	0	2	1
NUDCD2	4	1	1	0	2	1
HMMR	4	1	1	0	2	1
MAT2B	6	1	1	1	1	2
WWC1	12	5	0	1	0	3
RARS	4	1	2	3	0	2
PANK3	3	3	2	3	0	2
SLIT3	3	2	1	2	0	0
SPDL1	5	0	0	0	0	4
DOCK2	7	1	0	0	0	5
FAM196B	3	2	1	0	0	1
FOXI1	3	2	0	1	1	1
C5orf58	5	1	1	1	1	2
LCP2	5	0	1	1	0	1
KCNIP1	8	0	1	1	0	1
KCNMB1	6	0	1	1	0	1
RANBP17	3	0	0	1	0	0
TLX3	6	1	0	1	0	1
NPM1	7	0	0	1	0	2
FBXW11	8	0	1	1	0	0
STK10	6	0	1	0	0	0
UBTD2	5	1	1	0	0	0
SH3PXD2B	5	3	1	2	0	0
NEURL1B	8	1	1	4	2	0
DUSP1	10	12	5	8	6	1
ERGIC1	9	15	4	7	5	1
RPL26L1	8	8	2	1	1	1
ATP6V0E1	8	6	2	1	1	1
CREBRF	5	1	2	2	0	1
BNIP1	5	1	1	3	0	1
NKX2-5	10	5	0	3	2	1
STC2	7	4	0	1	2	1
BOD1	8	2	0	3	1	0
CPEB4	7	14	1	3	1	0
MSX2	4	0	0	0	0	0
