ATF2	ELF1	ETV6	IKZF1	IKZF2	IRF3	IRF5	NFATC1	NR2F1	PAX8	PKNOX1	RUNX3	STAT1	STAT5A	TCF12
PTPN12	1	2	0	5	3	0	0	1	1	0	1	5	2	0	0
RSBN1L	1	3	0	3	4	1	0	1	3	0	3	5	0	0	2
TMEM60	1	2	0	2	1	1	0	2	1	0	3	4	0	0	1
PHTF2	1	2	0	2	1	1	0	2	1	0	3	4	0	0	1
MAGI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAI1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CD36	1	0	1	1	1	0	0	1	0	0	2	1	0	1	0
SEMA3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CACNA2D1	0	2	0	6	1	0	0	0	1	0	1	0	0	0	0
PCLO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3E	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
SEMA3A	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
KIAA1324L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DMTF1	6	2	2	2	4	0	0	7	0	0	3	9	0	1	2
TMEM243	4	3	5	5	2	0	0	8	2	1	3	6	0	2	2
CROT	1	1	0	2	1	1	0	0	0	0	1	3	0	0	0
ABCB4	4	2	3	6	5	0	0	1	4	2	4	5	0	2	3
RUNDC3B	1	0	1	4	2	0	0	0	3	0	2	3	0	0	1
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBF4	0	1	0	1	0	0	0	0	0	0	4	4	0	1	1
SLC25A40	0	1	0	1	0	0	0	0	0	0	4	4	0	1	1
ADAM22	1	3	1	4	3	0	0	2	4	0	0	4	1	0	1
SRI	1	4	2	4	1	0	0	4	5	0	3	5	0	1	5
STEAP4	0	1	0	1	0	0	0	0	1	0	2	1	0	0	1
ZNF804B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP1	1	3	0	7	3	0	0	0	4	0	0	4	0	0	2
STEAP2	2	5	0	18	6	1	0	0	6	0	1	6	0	0	3
GTPBP10	2	1	1	1	2	0	0	1	1	0	2	2	2	2	0
CLDN12	1	2	1	3	1	0	0	1	1	1	0	3	0	1	1
CDK14	2	3	4	3	2	0	0	1	3	0	1	4	0	2	0
FZD1	0	1	0	1	1	1	0	0	2	0	1	2	0	0	0
MTERF	1	1	1	0	0	0	0	0	2	0	1	1	0	0	0
AKAP9	0	1	0	1	1	0	0	0	1	0	2	2	0	0	0
CYP51A1	1	2	0	3	3	1	1	0	3	0	3	4	1	0	1
KRIT1	1	2	1	1	1	0	0	0	1	0	0	3	0	0	0
ANKIB1	1	2	1	1	1	0	0	0	1	0	0	3	0	0	0
GATAD1	2	2	1	2	2	1	1	1	0	0	1	2	0	0	0
PEX1	1	1	0	0	0	1	0	0	0	1	2	2	0	1	0
RBM48	1	1	0	0	0	1	0	0	0	1	2	2	0	1	0
FAM133B	7	3	3	6	7	0	0	5	7	1	3	10	1	4	2
CDK6	8	6	3	11	9	0	0	6	7	0	4	10	0	3	2
SAMD9	0	2	1	2	0	1	0	0	0	0	1	1	0	0	0
SAMD9L	0	2	1	2	0	1	0	0	0	0	1	1	0	0	0
HEPACAM2	2	2	0	0	0	0	1	0	0	0	1	2	1	1	1
TFPI2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
GNG11	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
BET1	2	4	2	6	3	0	0	0	3	0	4	5	0	0	0
COL1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASD1	3	3	0	0	0	0	0	0	2	0	2	5	0	0	2
SGCE	3	0	1	3	2	0	0	1	3	0	0	5	0	1	3
PEG10	3	0	1	3	2	0	0	1	3	0	0	5	0	1	3
PPP1R9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PON1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
PON3	0	1	1	5	2	0	0	0	0	0	0	1	0	0	0
PON2	1	5	2	11	6	0	0	0	1	0	0	4	0	0	2
PDK4	0	1	0	3	2	0	0	0	2	0	0	1	0	0	1
DYNC1I1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
SLC25A13	3	1	1	4	2	0	0	1	3	0	1	4	1	0	0
SHFM1	1	1	0	3	3	0	0	0	0	0	1	4	0	0	0
DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASNS	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0
LMTK2	4	3	4	5	4	1	0	1	4	0	2	3	0	1	3
BHLHA15	3	2	2	3	2	1	1	2	6	0	1	7	0	2	2
TECPR1	3	2	1	3	1	1	1	2	4	0	2	6	0	2	2
BRI3	3	1	0	0	0	1	0	0	1	0	1	4	0	1	1
BAIAP2L1	2	0	0	1	0	0	0	0	2	0	2	4	0	0	0
NPTX2	1	1	0	2	2	0	0	0	1	0	0	3	0	0	1
TMEM130	1	2	0	1	0	0	0	0	1	0	0	3	1	0	1
TRRAP	1	2	0	1	0	0	0	0	1	0	0	3	1	0	1
SMURF1	1	2	0	4	1	0	0	0	1	0	1	4	0	0	1
ARPC1A	0	3	2	0	0	0	0	2	2	0	0	2	0	0	0
ARPC1B	2	8	2	4	4	1	1	3	5	0	5	6	1	3	0
PDAP1	3	8	0	4	4	1	1	3	7	0	5	6	2	3	0
BUD31	3	8	0	4	4	1	1	3	7	0	5	6	2	3	0
PTCD1	2	6	0	2	3	2	1	1	4	0	4	5	4	3	1
CPSF4	2	6	0	2	3	2	1	1	4	0	4	5	4	3	1
ATP5J2	2	7	3	4	3	3	0	0	4	0	4	6	3	4	1
ATP5J2-PTCD1	2	7	3	4	3	3	0	0	4	0	4	6	3	4	1
ZNF789	2	7	3	4	3	3	0	0	4	0	4	6	3	4	1
ZNF394	1	6	3	4	3	3	0	0	2	0	4	5	2	4	1
ZKSCAN5	3	7	4	5	3	3	0	0	2	0	4	7	2	5	1
FAM200A	4	4	3	4	2	2	0	0	3	1	3	4	0	2	0
ZNF655	3	3	2	2	1	0	0	0	2	1	1	3	0	1	0
ZSCAN25	2	1	0	2	1	0	0	0	1	0	0	2	0	0	0
CYP3A5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
CYP3A43	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
TRIM4	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0
AZGP1	1	2	1	0	0	0	0	0	1	0	1	2	0	0	0
ZKSCAN1	2	3	2	1	0	0	0	0	1	0	1	3	0	0	0
ZSCAN21	3	5	4	3	1	0	0	0	3	0	1	4	2	0	1
ZNF3	4	8	2	7	2	1	0	1	5	0	5	9	4	2	1
COPS6	4	9	2	8	2	1	0	1	5	0	5	11	4	2	1
AP4M1	4	9	2	8	3	2	0	1	5	0	6	11	4	2	1
MCM7	4	9	2	8	3	2	0	1	5	0	6	11	4	2	1
CNPY4	4	10	2	11	5	2	0	1	7	0	7	13	6	2	1
TAF6	4	10	2	11	5	2	0	1	7	0	7	13	6	2	1
MBLAC1	4	10	2	11	5	2	0	1	7	0	7	14	6	2	1
LAMTOR4	5	7	0	11	5	2	0	1	6	0	7	14	4	2	1
C7orf43	5	5	0	12	5	1	0	0	6	0	6	12	3	1	1
GAL3ST4	7	7	2	16	7	1	0	2	9	0	10	14	3	2	2
GPC2	6	7	3	15	9	1	0	3	9	0	9	12	2	2	3
STAG3	6	7	3	15	9	1	0	3	9	0	9	12	2	2	3
PVRIG	5	4	3	10	6	0	0	4	6	0	7	7	0	2	3
GATS	0	1	0	2	0	0	0	1	1	0	1	1	0	0	0
PILRB	3	7	2	18	15	1	0	1	10	0	9	7	1	2	2
PILRA	3	7	2	21	16	1	0	1	10	0	9	7	1	2	2
MEPCE	7	11	3	9	6	2	1	7	6	0	6	10	1	3	1
ZCWPW1	7	11	3	9	6	2	1	7	6	0	6	10	1	3	1
PPP1R35	8	13	4	10	7	3	1	7	8	0	7	11	2	3	1
TSC22D4	6	11	2	4	4	2	0	4	6	0	5	10	1	0	2
NYAP1	4	9	2	5	4	1	0	2	5	0	3	9	1	0	1
AGFG2	5	7	1	9	8	2	0	7	10	0	11	16	1	6	2
SAP25	5	9	1	8	8	3	0	7	10	0	12	16	1	6	1
LRCH4	5	10	1	8	8	3	0	7	10	0	11	19	1	6	1
FBXO24	5	10	1	8	8	3	0	7	10	0	11	19	1	6	1
PCOLCE	2	8	0	3	3	2	0	4	5	0	4	13	1	2	1
MOSPD3	2	8	0	3	3	2	0	4	5	0	4	12	1	2	1
TFR2	0	8	2	4	3	2	0	2	3	0	2	7	1	1	1
ACTL6B	0	8	2	7	5	2	1	3	5	0	4	9	2	1	1
GNB2	0	6	2	7	5	1	1	3	5	0	3	8	2	1	1
POP7	0	5	2	6	5	1	1	2	5	0	4	5	2	1	1
EPHB4	2	4	0	5	2	0	1	1	2	1	3	7	1	0	0
SLC12A9	3	6	1	6	2	0	1	1	8	1	5	9	1	2	0
TRIP6	3	6	1	5	2	0	1	1	8	1	5	8	1	2	0
SRRT	3	6	1	5	2	0	1	1	8	1	5	8	1	2	0
UFSP1	3	6	1	4	1	0	1	1	7	1	5	7	1	2	0
ACHE	3	6	1	4	1	0	1	1	7	1	5	7	1	2	0
MUC3A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TRIM56	1	3	2	10	10	0	0	0	7	0	4	8	0	0	1
SERPINE1	2	8	3	11	10	0	0	0	8	0	8	12	0	0	1
AP1S1	2	8	1	9	8	0	0	0	7	0	8	8	0	0	1
VGF	1	7	1	7	6	0	0	0	6	0	7	7	0	0	0
MOGAT3	0	7	1	2	4	1	0	1	3	0	7	5	2	0	0
ZNHIT1	0	5	1	2	6	1	0	1	4	0	6	5	2	0	0
PLOD3	0	5	1	2	6	1	0	1	4	0	6	5	2	0	0
CLDN15	0	4	1	2	6	1	0	1	4	0	4	5	2	0	0
FIS1	0	3	1	4	6	1	0	1	4	0	4	5	2	0	0
COL26A1	1	1	0	1	1	0	0	0	2	0	0	4	0	0	1
CUX1	1	2	4	3	3	1	0	0	6	0	1	5	1	1	2
SH2B2	4	4	1	9	6	1	0	4	5	0	3	12	2	1	3
PRKRIP1	10	11	3	14	12	1	1	5	15	0	4	19	1	4	2
ORAI2	12	12	3	15	12	0	1	5	16	0	5	20	0	4	2
ALKBH4	10	9	2	12	10	0	1	2	12	0	4	14	0	2	2
LRWD1	10	9	2	12	10	0	1	2	12	0	4	14	0	2	2
POLR2J	6	5	2	8	4	0	0	1	8	0	3	7	0	2	1
POLR2J2	0	1	0	3	4	0	0	0	3	0	1	0	0	0	0
FAM185A	0	1	0	6	6	1	0	0	4	0	3	1	0	0	0
LRRC17	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1
FBXL13	0	1	0	2	1	0	0	0	1	0	0	2	0	0	3
ARMC10	0	1	0	2	1	0	0	0	1	0	0	2	0	0	3
NAPEPLD	2	3	0	2	2	0	0	0	1	0	4	3	1	0	0
PMPCB	2	3	3	4	1	0	0	0	5	0	2	2	1	2	1
DNAJC2	2	3	3	3	1	0	0	0	3	0	2	3	1	2	0
PSMC2	2	3	3	3	1	0	0	0	3	0	2	2	1	2	0
SLC26A5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RELN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORC5	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0
KMT2E	3	5	1	4	2	1	0	2	4	2	4	6	2	4	2
SRPK2	0	1	1	2	4	0	0	0	2	0	2	1	0	0	0
PUS7	1	1	1	1	3	0	0	2	2	0	0	2	1	1	1
RINT1	1	1	1	1	3	0	0	2	2	0	0	2	1	1	1
EFCAB10	1	2	1	0	2	0	0	2	1	0	0	2	1	1	0
ATXN7L1	1	1	0	1	1	0	0	0	4	0	1	1	0	0	0
SYPL1	4	5	4	5	4	0	1	1	4	0	4	9	1	2	1
NAMPT	5	6	1	7	6	0	0	2	3	0	4	6	0	1	1
CCDC71L	1	4	0	8	4	0	0	1	2	0	2	3	0	0	1
PIK3CG	5	4	4	6	7	0	0	5	4	0	1	5	0	3	2
PRKAR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBP1	3	4	0	4	2	1	0	1	0	0	1	5	2	0	1
DUS4L	3	1	0	2	1	1	0	0	3	0	1	1	0	0	1
COG5	3	1	0	2	1	1	0	0	3	0	1	1	0	0	1
BCAP29	3	1	0	2	1	1	0	0	3	0	1	1	0	0	1
SLC26A4	1	0	1	1	1	0	0	0	1	0	0	2	0	0	0
CBLL1	2	2	2	3	2	0	0	3	2	0	1	2	2	1	0
DLD	0	2	0	0	1	0	0	1	4	0	1	4	0	1	1
LAMB1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LAMB4	4	2	2	7	4	0	0	1	5	0	2	5	0	0	0
NRCAM	4	0	0	1	1	0	0	0	0	0	1	8	0	0	0
PNPLA8	3	2	1	2	1	1	1	0	2	2	4	3	1	0	0
DNAJB9	2	2	1	2	1	1	1	0	2	2	4	2	1	0	0
THAP5	2	2	1	2	1	1	1	0	2	2	4	2	1	0	0
LRRN3	3	3	2	5	2	0	0	1	2	0	2	4	0	1	0
IMMP2L	2	0	0	2	1	0	0	0	2	0	0	5	0	0	1
DOCK4	1	1	0	3	1	1	0	0	0	0	1	1	0	0	1
ZNF277	1	1	0	3	1	1	0	0	0	0	1	1	0	0	1
IFRD1	2	2	0	4	2	0	1	1	0	0	2	2	0	0	0
TMEM168	2	1	0	2	2	0	0	0	1	0	0	3	0	0	0
GPR85	2	1	1	1	0	0	0	0	0	1	1	1	0	0	0
FOXP2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MDFIC	6	7	2	8	7	0	1	5	1	0	1	6	0	1	2
TFEC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TES	2	5	1	6	3	0	0	0	1	1	1	6	1	0	0
CAV2	2	0	1	4	2	0	0	0	1	0	0	4	0	0	0
CAV1	2	0	1	4	2	0	0	0	1	0	0	4	0	0	0
MET	2	0	0	1	1	0	0	1	1	0	2	3	0	1	0
CAPZA2	0	1	0	0	1	0	0	0	1	0	2	1	0	0	0
ST7	2	3	0	7	4	0	0	0	2	0	2	5	1	3	0
WNT2	1	2	1	1	2	0	0	0	5	0	1	1	0	2	1
CFTR	0	3	1	3	2	0	0	0	1	0	1	1	0	0	2
CTTNBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCND2	0	1	0	1	0	0	0	0	2	0	1	6	0	0	0
TSPAN12	0	3	0	7	5	0	0	0	4	0	3	2	1	0	4
ING3	1	3	0	3	3	0	0	0	0	3	1	1	2	0	3
CPED1	1	3	0	1	1	0	0	0	0	2	1	1	2	0	2
FAM3C	4	3	0	9	6	0	0	3	5	1	3	9	0	0	3
PTPRZ1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASS	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
CADPS2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IQUB	2	3	0	3	2	1	0	0	1	1	2	1	1	0	0
NDUFA5	2	2	0	1	1	1	0	0	0	1	1	1	1	0	0
WASL	2	2	1	3	2	0	1	1	3	0	0	5	1	0	1
GPR37	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
POT1	3	0	0	2	2	0	0	3	0	0	0	5	0	1	0
GRM8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF800	2	3	1	3	2	0	0	0	6	0	1	4	2	1	1
GCC1	2	3	0	2	1	0	0	1	3	0	0	2	0	1	2
ARF5	2	3	0	2	1	0	0	1	4	0	1	2	0	1	2
PAX4	2	4	0	3	1	1	0	2	5	0	5	7	0	2	2
SND1	1	1	0	2	0	1	0	4	3	0	5	8	0	1	2
LRRC4	0	0	1	1	1	0	0	0	1	0	0	4	0	0	0
LEP	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RBM28	1	1	0	1	0	1	0	1	1	0	3	2	0	1	0
PRRT4	1	3	0	3	4	1	0	1	4	0	3	3	0	2	1
IMPDH1	1	3	0	5	5	0	0	0	4	0	3	6	0	2	1
HILPDA	1	3	0	6	5	0	0	0	4	0	4	7	0	2	1
METTL2B	1	2	0	8	5	0	0	0	3	0	7	6	0	1	0
CALU	0	2	0	0	0	1	0	0	1	0	1	0	1	0	0
CCDC136	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
FLNC	2	3	0	0	0	0	0	0	3	0	0	4	0	0	0
ATP6V1F	3	3	1	1	2	0	0	0	5	0	1	4	1	1	0
IRF5	8	4	1	12	13	1	0	9	10	0	7	11	2	4	6
TNPO3	8	9	7	11	9	0	0	4	6	2	3	8	0	0	1
SMO	6	2	1	8	6	1	0	3	7	0	3	11	1	1	2
AHCYL2	3	1	0	2	2	1	0	0	2	0	1	5	1	0	1
STRIP2	0	1	0	1	1	1	0	0	3	0	2	2	0	0	0
NRF1	1	3	0	3	0	0	0	0	1	0	1	6	1	1	0
UBE2H	4	4	3	3	2	0	0	4	3	0	2	6	0	1	0
ZC3HC1	4	5	1	4	5	1	0	2	4	0	2	7	1	1	0
KLHDC10	3	3	1	4	3	1	0	2	2	0	2	5	1	1	0
TMEM209	3	1	0	2	2	0	1	2	0	0	1	2	1	1	0
SSMEM1	3	1	0	2	2	0	1	2	0	0	1	2	1	1	0
CPA4	1	0	0	2	2	0	0	0	0	0	1	3	0	0	0
CEP41	1	2	0	1	0	0	0	0	3	0	1	8	0	0	0
MEST	1	2	0	1	0	0	0	0	3	0	1	7	0	0	0
COPG2	1	1	0	1	2	0	0	1	2	0	1	2	0	2	1
KLF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKLN1	6	5	1	8	8	1	0	3	6	2	6	13	0	1	3
PODXL	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0
PLXNA4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CHCHD3	3	3	2	4	2	1	0	0	2	0	2	3	0	0	1
EXOC4	0	1	0	1	2	1	0	0	1	0	0	1	0	0	1
LRGUK	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
SLC35B4	1	3	1	1	2	0	1	1	2	0	1	2	1	0	1
AKR1B1	1	2	0	1	0	0	0	0	1	0	1	2	0	0	0
AKR1B10	1	1	0	2	1	0	0	1	1	0	1	2	0	0	1
BPGM	0	2	1	1	1	1	0	0	1	0	3	3	0	1	1
CALD1	3	1	0	0	1	0	0	0	0	0	0	3	0	0	0
AGBL3	3	3	4	9	6	0	0	1	4	2	4	5	2	2	1
TMEM140	5	7	3	10	6	0	0	7	8	2	7	9	1	2	1
C7orf49	4	9	3	14	8	0	0	9	11	2	11	11	1	2	1
WDR91	4	5	5	14	7	0	0	8	9	1	9	10	1	1	1
CNOT4	2	3	0	4	3	1	1	4	1	1	4	5	1	4	1
NUP205	2	3	2	5	4	1	1	4	0	1	3	4	1	4	1
SLC13A4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
FAM180A	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MTPN	4	3	2	5	3	0	0	0	2	1	2	7	0	0	0
CHRM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKI	8	4	2	9	5	0	0	4	1	0	2	11	0	1	1
CREB3L2	10	6	1	13	8	1	0	2	5	1	3	20	0	2	3
TRIM24	0	2	0	2	1	1	0	0	5	0	3	2	1	0	0
KIAA1549	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZC3HAV1L	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0
ZC3HAV1	5	2	8	9	7	0	0	3	3	0	2	11	0	3	0
TTC26	5	2	8	9	7	0	0	3	3	0	2	10	0	3	0
UBN2	0	1	0	1	1	0	0	0	1	0	2	0	1	0	0
LUC7L2	3	4	1	3	2	2	1	3	2	0	3	4	5	3	1
C7orf55	3	4	1	3	2	2	1	3	2	0	3	4	5	3	1
C7orf55-LUC7L2	3	4	1	3	2	2	1	3	2	0	3	4	5	3	1
KLRG2	1	1	1	1	2	0	0	0	1	0	1	2	0	0	0
HIPK2	2	2	2	1	0	0	0	1	2	0	1	4	1	0	0
TBXAS1	2	2	2	1	0	0	0	1	2	0	1	4	1	0	0
KDM7A	5	3	2	2	3	0	0	2	2	0	4	6	0	1	0
SLC37A3	1	1	0	2	1	0	0	0	0	0	0	2	0	0	0
RAB19	1	1	0	2	1	0	0	0	0	0	0	2	0	0	0
MKRN1	0	2	0	0	1	0	0	0	0	0	1	3	0	0	0
DENND2A	1	1	0	4	2	0	0	0	2	0	2	2	0	0	0
ADCK2	1	2	0	4	2	0	0	0	2	0	4	2	1	0	0
NDUFB2	1	2	0	4	2	0	0	0	2	0	4	2	1	0	0
BRAF	3	0	0	4	3	0	0	1	2	1	2	3	0	0	0
MRPS33	1	1	1	0	0	0	0	0	1	0	3	1	1	0	1
AGK	4	2	1	3	5	0	0	2	2	0	1	6	0	1	1
KIAA1147	2	3	3	4	4	0	0	2	3	2	1	7	2	1	0
SSBP1	2	2	3	4	4	0	0	2	3	2	1	4	2	1	0
CLEC5A	1	0	0	2	1	0	0	1	0	0	0	1	0	0	0
PRSS1	3	2	1	6	5	0	0	2	8	0	3	4	1	1	3
EPHB6	2	2	1	8	8	0	0	2	6	0	2	3	2	1	2
TRPV6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
TRPV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEL	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GSTK1	1	2	0	4	2	0	0	1	2	0	1	3	2	2	0
TMEM139	0	2	0	4	2	0	0	0	2	0	2	2	1	2	0
CASP2	0	2	0	4	2	0	0	0	2	0	2	2	1	2	0
FAM131B	0	1	0	2	3	0	0	2	2	0	1	1	0	1	0
ZYX	0	1	0	2	3	0	0	2	2	0	0	1	0	1	0
EPHA1	0	1	0	2	3	0	0	2	2	0	0	1	0	1	0
NOBOX	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0
TPK1	2	3	2	2	0	1	0	1	3	0	0	3	0	0	0
CNTNAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUL1	1	2	0	1	0	0	0	0	3	0	2	4	0	0	0
EZH2	3	2	2	3	2	1	0	2	3	0	1	6	0	2	0
PDIA4	3	7	0	3	2	1	0	1	4	0	4	6	3	0	1
ZNF786	2	5	1	4	3	0	0	1	3	2	1	2	2	0	0
ZNF425	1	8	1	6	3	0	0	1	3	2	2	6	2	0	1
ZNF398	1	8	1	6	3	0	0	1	3	2	2	6	2	0	1
ZNF282	0	6	1	6	3	0	0	2	4	0	3	8	0	0	1
ZNF212	1	4	1	3	2	0	0	3	4	0	1	6	1	0	0
ZNF783	1	3	1	2	1	0	0	3	3	0	1	4	1	0	0
ZNF777	1	6	0	0	0	0	0	0	3	0	1	2	1	0	0
ZNF746	0	4	0	0	0	0	0	0	2	0	0	2	1	0	0
KRBA1	0	1	0	2	0	0	0	0	2	0	1	1	0	0	1
ZNF467	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF862	1	1	0	1	2	0	0	0	3	0	1	4	1	0	0
ATP6V0E2	1	1	0	1	2	0	0	0	2	0	1	4	1	0	0
LRRC61	1	6	2	7	6	0	0	1	6	0	1	11	0	1	4
ACTR3C	1	6	2	7	6	0	0	1	6	0	2	11	0	1	4
RARRES2	3	9	2	11	9	1	0	2	8	0	4	16	0	1	7
REPIN1	4	11	2	16	12	1	0	2	15	0	5	18	1	1	9
ZNF775	4	10	2	16	11	2	0	1	13	0	6	19	1	1	9
GIMAP8	6	7	2	13	9	1	0	1	8	1	3	11	2	2	3
GIMAP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIMAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIMAP6	6	2	0	6	5	0	0	2	2	0	3	8	0	2	0
GIMAP2	7	3	0	7	6	0	0	2	2	0	3	9	0	1	0
GIMAP1	8	3	2	5	4	0	0	3	1	0	2	11	0	1	0
GIMAP5	3	2	2	4	2	0	0	1	0	0	0	7	0	0	0
TMEM176A	2	2	2	5	2	0	0	1	0	0	1	4	0	0	0
TMEM176B	2	2	2	5	2	0	0	1	0	0	1	4	0	0	0
AOC1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
KCNH2	0	5	0	2	1	1	0	0	4	0	2	3	0	0	2
ATG9B	0	7	0	5	5	1	0	0	7	0	2	6	0	0	2
ABCB8	0	6	0	5	5	1	0	0	5	0	2	6	0	0	2
SLC4A2	0	10	0	6	6	1	0	0	9	0	4	7	0	0	2
FASTK	0	7	0	4	5	0	0	0	6	0	2	8	0	0	1
TMUB1	0	7	0	4	5	0	0	0	6	0	2	8	0	0	1
AGAP3	0	7	0	4	5	0	0	0	6	0	2	8	0	0	1
GBX1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0
ABCF2	1	3	0	1	1	1	0	0	3	0	3	2	0	0	0
CHPF2	1	3	0	1	1	1	0	0	3	0	3	2	0	0	0
SMARCD3	1	3	0	1	1	1	0	3	3	0	2	3	0	1	0
NUB1	4	5	2	3	1	0	0	3	6	1	3	6	1	1	1
WDR86	0	1	0	0	0	0	0	1	3	0	0	3	0	0	1
RHEB	4	5	1	2	4	0	0	3	5	0	4	4	0	0	1
PRKAG2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
GALNT11	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KMT2C	0	3	1	3	2	0	0	0	2	0	1	3	2	0	2
XRCC2	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1
ACTR3B	2	1	0	1	1	0	0	0	3	0	1	1	0	2	1
DPP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAXIP1	4	2	0	2	1	1	0	0	5	0	1	4	1	0	1
INSIG1	0	2	2	4	4	1	0	2	5	0	4	6	0	0	2
EN2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RBM33	2	1	1	0	0	0	0	0	2	0	0	6	1	0	1
SHH	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0
C7orf13	1	2	0	3	2	0	0	0	1	0	1	7	0	0	0
RNF32	1	2	0	3	2	0	0	0	1	0	1	7	0	0	0
LMBR1	3	4	1	6	6	0	0	1	5	0	2	7	1	2	3
NOM1	3	2	1	4	4	1	0	1	5	0	2	3	0	2	3
MNX1	1	3	1	2	1	1	0	1	3	0	1	1	0	0	2
UBE3C	0	2	0	0	0	0	0	0	1	0	1	2	0	0	0
DNAJB6	2	5	1	10	8	0	0	2	4	0	1	10	1	0	1
PTPRN2	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0
NCAPG2	3	3	1	1	1	0	1	1	2	0	3	4	2	1	0
ESYT2	4	4	0	6	5	0	1	4	5	0	1	9	1	0	3
WDR60	4	4	0	6	5	0	1	3	5	0	1	9	1	0	3
VIPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF596	0	1	1	0	0	0	0	0	1	0	1	5	0	2	0
FBXO25	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0
TDRP	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERICH1	0	1	0	0	0	1	0	0	1	0	2	1	0	0	0
CLN8	3	3	0	4	4	0	0	1	4	0	3	5	0	1	0
ARHGEF10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
KBTBD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
