tf	him	genes	status
REST	k562_356	ACTA2;ANKRD2;ASAH2B;ANAPC16;ATE1	random
REST	k562_356	ALDH18A1;AVPI1;ASAH2B;ASCC1;FAM204A	random
REST	k562_356	ARHGAP19;CNNM1;BMS1;DDIT4;FAM53B	random
REST	k562_356	BTAF1;FRAT2;DRGX;DNA2;FAM53B	random
REST	k562_356	FRAT1;HECTD2;ERCC6;DNAJB12;HSPA12A	random
REST	k562_356	IFIT1;HELLS;FXYD4;EGR2;INPP5F	random
REST	k562_356	IFIT5;KIF20B;HNRNPF;EGR2;LHPP	random
REST	k562_356	NOC3L;KIF20B;MAPK8;EIF4EBP2;NKX1-2	random
REST	k562_356	PANK1;MORN4;MARCH8;HERC4;OAT	random
REST	k562_356	PAPSS2;PCGF5;NCOA4;LRRC20;PRDX3	random
REST	k562_356	PDLIM1;PPP1R3C;PGBD3;NRBF2;PSTK	random
REST	k562_356	PIK3AP1;PYROXD2;VSTM4;PALD1;RAB11FIP2	random
REST	k562_356	RNLS;R3HCC1L;WDFY4;REEP3;SLC18A2	random
REST	k562_356	SLC35G1;TCTN3;ZFAND4;SGPL1;TRUB1	random
REST	k562_356	TCTN3;TNKS2;ZNF33B;STOX1;TRUB1	random
REST	k562_356	TLL2;UBTD1;ZNF33B;SUPV3L1;WDR11	random
REST	k562_361	B3GNT7;DIS3L2;ECEL1;HDAC4;NDUFA10;NPPC	real
REST	k562_361	CDCA7;BBS5;AGAP1;ANKZF1;GEMIN6	random
REST	k562_361	CWC22;HNRNPA3;ESPNL;CDK5R2;MTA3	random
REST	k562_361	HOXD8;HOXD12;PID1;CPS1;PIGF	random
REST	k562_361	METTL8;PPIG;PID1;FN1;PPM1B	random
REST	k562_361	METTL8;RBM45;PTMA;MREG;RHOQ	random
REST	k562_361	SESTD1;SCRN3;RAMP1;NHEJ1;RMDN2	random
REST	k562_379	ACTR3C;LRRC61;CASP2;TMEM139;CNTNAP2;EPHB6;GIMAP1;GIMAP2;GIMAP5;GIMAP6;GIMAP7;GIMAP8;TMEM176A;TMEM176B;TRPV5	real
REST	k562_379	C7orf31;ATG9B;ABCF2;ARMC10;AP4M1	random
REST	k562_379	C7orf71;CHPF2;ATP6V0E2;C7orf43;AP4M1	random
REST	k562_379	CYCS;CUL1;DNAJB6;CBLL1;BCAP29	random
REST	k562_379	HIBADH;GBX1;GALNT11;COG5;CCDC71L	random
REST	k562_379	HNRNPA2B1;KCNH2;GBX1;FAM185A;DUS4L	random
REST	k562_379	HOXA10;NOBOX;KRBA1;HBP1;LAMB1	random
REST	k562_379	HOXA3;SMARCD3;LMBR1;LRCH4;LRWD1	random
REST	k562_379	ITGB8;SMARCD3;MNX1;MOSPD3;MCM7	random
REST	k562_379	MACC1;TMUB1;PRKAG2;PILRA;MEPCE	random
REST	k562_379	NFE2L3;ZNF212;RHEB;PPP1R35;PRKRIP1	random
REST	k562_379	OSBPL3;ZNF425;SHH;SERPINE1;SRRT	random
REST	k562_379	SKAP2;ZNF467;SLC4A2;SRRT;STAG3	random
REST	k562_379	SP8;ZNF775;ZNF467;TFR2;TAF6	random
REST	k562_379	TWISTNB;ZYX;ZNF746;TRIM4;TRIP6	random
REST	k562_379	TWISTNB;ZYX;ZNF746;ZNHIT1;ZCWPW1	random
REST	k562_393	AGPAT3;C21orf2;C21orf33;CSTB;HSF2BP;RRP1B;ICOSLG;LRRC3;PDXK;PFKL;PWP2;RRP1;TRAPPC10;TRPM2	real
REST	k562_399	AKR1A1;HPDL;LURAP1;MAST2;MMACHC;MUTYH;TOE1;PIK3R3;TSPAN1;POMGNT1;PRDX1;RNF11;ZSWIM5	real
REST	k562_399	C1orf43;ACOT11;CD164L2;AXDND1;ATP6V0B	random
REST	k562_399	DPM3;DHCR24;FAM76A;CACYBP;CDC20	random
REST	k562_399	GBA;GLIS1;GPR3;CEP350;DPH2	random
REST	k562_399	HCN3;GLIS1;HMGN2;FAM163A;EBNA1BP2	random
REST	k562_399	IL6R;HOOK1;HMGN2;MR1;EIF2B3	random
REST	k562_399	MTX1;HSPB11;MARCKSL1;MR1;ELOVL1	random
REST	k562_399	NES;PARS2;SESN2;QSOX1;HYI	random
REST	k562_399	PIGM;PCSK9;SLC9A1;RALGPS2;IPO13	random
REST	k562_399	PKLR;PRKAA2;SYTL1;SOAT1;KDM4A	random
REST	k562_399	RAB25;SSBP3;THEMIS2;STX6;PPCS	random
REST	k562_399	RIT1;TCEANC2;WASF2;TOR1AIP1;PTCH2	random
REST	k562_399	SLC39A1;TTC22;WDTC1;TOR1AIP2;SPATA6	random
REST	k562_399	TRIM46;TTC4;ZDHHC18;TOR3A;ZNF691	random
REST	k562_422	ABCG1;ADARB1;CBR3;COL18A1;LSS;PCBP3;POFUT2;SIK1;SLC19A1;SUMO3;ZBTB21	real
REST	k562_422	C21orf33;CBR1;AIRE;BACE2;AGPAT3	random
REST	k562_422	CBS;CRYZL1;COL6A2;CBS;BACE2	random
REST	k562_422	CHAF1B;DONSON;ERG;CSTB;C21orf2	random
REST	k562_422	DIP2A;DSCR3;ICOSLG;ERG;COL6A1	random
REST	k562_422	PDE9A;ERG;MX2;ICOSLG;CSTB	random
REST	k562_422	PWP2;GART;RRP1B;MRPS6;FAM207A	random
REST	k562_422	RIPPLY3;HLCS;SETD4;RIPPLY3;PDXK	random
REST	k562_422	RRP1B;IFNGR2;TRAPPC10;SLC37A1;PFKL	random
REST	k562_422	TFF1;KCNE1;TRPM2;TFF1;RRP1	random
REST	k562_422	TRAPPC10;PAXBP1;U2AF1;U2AF1;RSPH1	random
REST	k562_422	TRPM2;WDR4;UBE2G2;WDR4;SETD4	random
REST	k562_423	CBS;NDUFV3;PDE9A;PKNOX1;RSPH1;SLC37A1;TFF1;U2AF1;WDR4	real
REST	k562_423	FAM207A;FAM207A;COL6A1;ATP5O;AIRE	random
REST	k562_423	FAM207A;FAM207A;COL6A2;DNAJC28;FAM207A	random
REST	k562_423	ICOSLG;ICOSLG;LSS;DONSON;ICOSLG	random
REST	k562_423	ICOSLG;ITGB2;MCM3AP;GART;ICOSLG	random
REST	k562_423	LRRC3;LRRC3;PCBP3;IFNAR2;ITGB2	random
REST	k562_423	PFKL;PTTG1IP;PCBP3;IFNAR2;LRRC3	random
REST	k562_423	SUMO3;SUMO3;S100B;IFNGR2;PFKL	random
REST	k562_423	TRPM2;TRPM2;S100B;IL10RB;SUMO3	random
REST	k562_423	UBE2G2;UBE2G2;YBEY;ITSN1;UBE2G2	random
REST	k562_462	BAHD1;C15orf57;EIF2AK4;GPR176;KNSTRN;LPCAT4;PLCB2;RASGRP1;SPRED1	real
REST	k562_462	ANXA2;ANPEP;APBA2;CD276;APH1B	random
REST	k562_462	CILP;FURIN;ATP10A;CYP1A1;CILP	random
REST	k562_462	RAB8B;KIF7;GABRB3;IDH3A;FAM81A	random
REST	k562_462	RBPMS2;MRPS11;GOLGA6L2;IREB2;KIAA0101	random
REST	k562_462	RPL4;NGRN;MKRN3;LINGO1;PDCD7	random
REST	k562_462	SMAD6;POLG;NDN;MTHFS;SNX22	random
REST	k562_462	SNX1;RCCD1;NIPA1;NRG4;USP3	random
REST	k562_462	TRIP4;ZNF592;SNURF;PSMA4;VPS13C	random
REST	k562_462	VWA9;ZNF710;UBE3A;SCAPER;VWA9	random
REST	k562_464	APOL1;APOL2;APOL3;DEPDC5;PRR14L;EIF3D;HMGXB4;HMOX1;LIMK2;MCM5;PISD;PVALB;TXN2;YWHAH	real
REST	k562_464	APOBEC3B;APOL6;APOBEC3B;ATXN10;ARVCF	random
REST	k562_464	APOBEC3D;CBX6;C22orf23;KIAA0930;BCR	random
REST	k562_464	CBX7;CBX7;FAM109B;PMM1;DERL3	random
REST	k562_464	CENPM;EP300;FOXRED2;PNPLA3;GNB1L	random
REST	k562_464	DMC1;GTPBP1;PHF5A;RBX1;KIAA1671	random
REST	k562_464	EFCAB6;IL2RB;PMM1;RIBC2;MMP11	random
REST	k562_464	EP300;L3MBTL2;RBX1;SCUBE1;PPM1F	random
REST	k562_464	GTPBP1;MAFF;SH3BP1;SEPT3;SGSM1	random
REST	k562_464	PARVG;MFNG;SOX10;SLC25A17;SMARCB1	random
REST	k562_464	PNPLA3;MPST;SREBF2;SMC1B;SNAP29	random
REST	k562_464	RPS19BP1;MYH9;SSTR3;TCF20;SPECC1L	random
REST	k562_464	SUN2;SSTR3;SUN2;TNRC6B;TANGO2	random
REST	k562_464	TOMM22;TEF;TOB2;TNRC6B;TBX1	random
REST	k562_464	TTLL1;TEF;XRCC6;XRCC6;VPREB1	random
REST	k562_465	DRG1;EIF4ENIF1;PATZ1;PIK3IP1;RNF185;SFI1	real
REST	k562_465	CCDC157;ADM2;GAL3ST1;MAPK12;ACO2	random
REST	k562_465	OSM;CHKB;GATSL3;MLC1;L3MBTL2	random
REST	k562_465	PES1;DENND6B;MTFP1;PANX2;PHF5A	random
REST	k562_465	RNF215;MAPK12;OSM;PIM3;POLR3H	random
REST	k562_465	SF3A1;NCAPH2;PES1;SELO;RANGAP1	random
REST	k562_465	TBC1D10A;TUBGCP6;RNF215;TUBGCP6;TEF	random
REST	k562_472	ARCN1;CBL;CCDC84;HMBS;IFT46;RNF26;THY1;TMEM25;TRIM29	real
REST	k562_472	CHEK1;CD151;C11orf24;BATF2;ATP5L	random
REST	k562_472	EI24;CTSD;CHKA;CCS;CD3D	random
REST	k562_472	ESAM;DEAF1;CORO1B;DRAP1;CD3G	random
REST	k562_472	ESAM;IFITM3;GAL;EHBP1L1;CEP164	random
REST	k562_472	PKNOX2;PNPLA2;IGHMBP2;FRMD8;H2AFX	random
REST	k562_472	ST3GAL4;RIC8A;NUDT8;MUS81;H2AFX	random
REST	k562_472	STT3A;RNH1;PPP6R3;RIN1;IL10RA	random
REST	k562_472	TIRAP;SIGIRR;TCIRG1;SAC3D1;TRAPPC4	random
REST	k562_472	TMEM218;SLC25A22;TPCN2;SIPA1;UBE4A	random
REST	k562_492	CD4;CDCA3;USP5;COPS7A;GAPDH;IFFO1;ING4;LPAR5;MLF2;NOP2;PTMS;SPSB2;TPI1;ZNF384	real
REST	k562_492	CDK2;ARHGAP9;AGAP2;AGAP2;CNPY2	random
REST	k562_492	DGKA;ARHGEF25;ARHGAP9;ARHGEF25;COQ10A	random
REST	k562_492	DNAJC14;B4GALNT1;ARHGAP9;B4GALNT1;ESYT1	random
REST	k562_492	ESYT1;DDIT3;ARHGEF25;CTDSP2;IKZF4	random
REST	k562_492	MYL6;DTX3;B4GALNT1;DCTN2;MYL6	random
REST	k562_492	MYL6;INHBC;CTDSP2;DDIT3;NABP2	random
REST	k562_492	MYL6B;INHBC;CTDSP2;DDIT3;PA2G4	random
REST	k562_492	ORMDL2;KIF5A;KIF5A;KIF5A;RAB5B	random
REST	k562_492	ORMDL2;MARCH9;MARCH9;MARCH9;RAB5B	random
REST	k562_492	PA2G4;MARCH9;MBD6;MBD6;RNF41	random
REST	k562_492	RAB5B;MARS;METTL21B;METTL1;RPL41	random
REST	k562_492	RPL41;OS9;PIP4K2C;PIP4K2C;SMARCC2	random
REST	k562_492	SUOX;PIP4K2C;TSFM;TSFM;SUOX	random
REST	k562_492	ZC3H10;TSPAN31;TSPAN31;TSPAN31;ZC3H10	random
REST	k562_493	ATN1;C12orf57;PTPN6;C1R;C1RL;C1S;CHD4;CLSTN3;RBP5;EMG1;PHB2;ENO2;GPR162;LPCAT3;LRRC23;PEX5	real
REST	k562_493	AAAS;ANKRD52;CD4;ADCY6;CD63	random
REST	k562_493	AMHR2;COQ10A;CD9;ARF3;CDK2	random
REST	k562_493	ATF7;DNAJC14;CDCA3;CCNT1;COQ10A	random
REST	k562_493	CSAD;ERBB3;CDCA3;DDN;IKZF4	random
REST	k562_493	ESPL1;ESYT1;COPS7A;DDX23;ITGA7	random
REST	k562_493	IGFBP6;IKZF4;GAPDH;DHH;MYL6	random
REST	k562_493	KRT8;METTL7B;IFFO1;DNAJC22;PA2G4	random
REST	k562_493	MAP3K12;METTL7B;ING4;FKBP11;PAN2	random
REST	k562_493	MFSD5;MYL6;LPAR5;LMBR1L;PAN2	random
REST	k562_493	PCBP2;MYL6B;MLF2;PRKAG1;RAB5B	random
REST	k562_493	PRR13;ORMDL2;MRPL51;RHEBL1;RNF41	random
REST	k562_493	RARG;PA2G4;NCAPD2;RND1;RPL41	random
REST	k562_493	SP1;RAB5B;NOP2;TROAP;RPS26	random
REST	k562_493	SP7;RPS26;PTMS;TUBA1B;SMARCC2	random
REST	k562_493	SPRYD3;SUOX;TNFRSF1A;TUBA1C;SUOX	random
REST	k562_493	TARBP2;ZC3H10;VAMP1;WNT10B;ZC3H10	random
REST	k562_498	APOBEC3B;APOBEC3C;APOBEC3D;APOBEC3F;APOBEC3G;APOBEC3H;CBX6;CBX7;DNAL4;NUP50;PDGFB;RPS19BP1;SYNGR1;TAB1	real
REST	k562_498	CBY1;DUSP18;ANKRD54;ASCC2	random
REST	k562_498	CYTH4;GATSL3;CARD10;CABIN1	random
REST	k562_498	GCAT;LIF;CSNK1E;CHEK2	random
REST	k562_498	LGALS1;MTFP1;CSNK1E;EMID1	random
REST	k562_498	LGALS2;NEFH;H1F0;EWSR1	random
REST	k562_498	MFNG;OSBP2;IL2RB;GAS2L1	random
REST	k562_498	MPST;PRR14L;LGALS1;KREMEN1	random
REST	k562_498	POLR2F;RNF215;LGALS2;MTMR3	random
REST	k562_498	RAC2;SEC14L2;POLR2F;NEFH	random
REST	k562_498	RTCB;SEC14L4;PVALB;NF2	random
REST	k562_498	SH3BP1;SF3A1;SH3BP1;RASL10A	random
REST	k562_498	SOX10;TCN2;SOX10;RNF215	random
REST	k562_498	SSTR3;TOM1;TST;SF3A1	random
REST	k562_498	TRIOBP;ZNRF3;YWHAH;UQCR10	random
REST	k562_649	ATP6V1F;CALU;CCDC136;FLNC;SMO;ZNF800	real
REST	k562_649	AIMP2;C7orf50;LRWD1;AIMP2;AIMP2	random
REST	k562_649	C7orf26;GPER1;PLOD3;DAGLB;CYTH3	random
REST	k562_649	DAGLB;PDGFA;POP7;PMS2;DAGLB	random
REST	k562_649	RBAK;SNX8;SERPINE1;PMS2;FAM220A	random
REST	k562_649	USP42;TMEM184A;SLC12A9;RAC1;RBAK	random
REST	k562_649	ZNF12;UNCX;UFSP1;RPA3;ZNF12	random
REST	k562_650	AHCYL2;CADPS2;HILPDA;IMPDH1;METTL2B;RBM28;TNPO3	real
REST	k562_650	ARPC1A;AGFG2;CPVL;AP1S1;COA1	random
REST	k562_650	ATP5J2-PTCD1;CASD1;FAM126A;DNAJC2;DBNL	random
REST	k562_650	BRI3;FBXO24;MALSU1;MUC3A;NPC1L1	random
REST	k562_650	HEPACAM2;MUC3A;NUPL2;NAMPT;POLD2	random
REST	k562_650	TECPR1;SLC12A9;TOMM7;TRIM56;STARD3NL	random
REST	k562_650	ZKSCAN5;SMURF1;TOMM7;ZNHIT1;STK17A	random
REST	k562_650	ZSCAN25;ZNF655;TRA2A;ZSCAN21;TMED4	random
REST	k562_670	GATAD2A;GMIP;LPAR2;MAU2;SUGP1;NDUFA13;TSSK6;NR2C2AP;PBX4;SLC25A42;YJEFN3;ZNF14;ZNF93	real
REST	k562_670	FPR1;CACTIN;C19orf84;MAN2B1;IRGQ	random
REST	k562_670	FPR1;CCDC94;FPR1;MAN2B1;KCNN4	random
REST	k562_670	PPP2R1A;CHAF1A;FPR2;ZNF136;PLAUR	random
REST	k562_670	ZNF480;DAPK3;HAS1;ZNF20;SRRM5	random
REST	k562_670	ZNF577;EBI3;NKG7;ZNF433;ZNF112	random
REST	k562_670	ZNF610;HDGFRP2;PPP2R1A;ZNF44;ZNF222	random
REST	k562_670	ZNF613;MAP2K2;SIGLEC12;ZNF440;ZNF226	random
REST	k562_670	ZNF615;MRPL54;ZNF350;ZNF442;ZNF230	random
REST	k562_670	ZNF616;PIAS4;ZNF577;ZNF700;ZNF234	random
REST	k562_670	ZNF649;SIRT6;ZNF613;ZNF709;ZNF284	random
REST	k562_670	ZNF701;TJP3;ZNF614;ZNF788;ZNF45	random
REST	k562_670	ZNF836;TMIGD2;ZNF615;ZNF799;ZNF575	random
REST	k562_670	ZNF841;ZBTB7A;ZNF649;ZNF844;ZNF576	random
REST	k562_706	C19orf60;CRTC1;ELL;FKBP8;ISYNA1;KLHL26;KXD1;SSBP4;TMEM59L;UBA52;UPF1	real
REST	k562_706	CD22;DLL3;CDC37;ABHD17A;CHAF1A	random
REST	k562_706	FXYD3;EID2;DNMT1;ADAT3;EBI3	random
REST	k562_706	FXYD5;EID2;FDX1L;BTBD2;EBI3	random
REST	k562_706	FXYD7;EID2B;ICAM1;CSNK1G2;FSD1	random
REST	k562_706	GRAMD1A;GMFG;ICAM4;IZUMO4;HDGFRP2	random
REST	k562_706	HAMP;MED29;ICAM5;JSRP1;LRG1	random
REST	k562_706	HPN;PAF1;MRPL4;KLF16;MPND	random
REST	k562_706	LGI4;PAK4;PPAN;MKNK2;SH3GL1	random
REST	k562_706	LSR;RPS16;S1PR2;REXO1;SHD	random
REST	k562_706	USF2;SAMD4B;S1PR5;REXO1;TMIGD2	random
REST	k562_706	ZNF30;ZFP36;S1PR5;SCAMP4;TNFAIP8L1	random
REST	k562_724	AMN;CDC42BPB;EIF5;MARK3;TRAF3;VRK1	real
REST	k562_724	ACYP1;ARF6;CLMN;ATL1;ATL1	random
REST	k562_724	ELMSAN1;FANCM;GOLGA5;C14orf28;FRMD6	random
REST	k562_724	ISCA2;GNG2;IFI27;DNAAF2;GNG2	random
REST	k562_724	TMED10;POLE2;IFI27L1;FRMD6;KLHDC2	random
REST	k562_724	VSX2;PYGL;IFI27L2;FRMD6;TMEM260	random
REST	k562_724	ZFP36L1;SAV1;SETD3;KLHDC1;VCPKMT	random
REST	k562_789	FBXL16;JMJD8;STUB1;LMF1;SOX8;METRN;RAB40C;RHBDL1;RHOT2	real
REST	k562_789	CLDN6;CDK10;C16orf70;ACD;MEFV	random
REST	k562_789	FLYWCH1;CENPBD1;CES3;CTCF;MMP25	random
REST	k562_789	HCFC1R1;CPNE7;FAM96B;ENKD1;TIGD7	random
REST	k562_789	IL32;DPEP1;FBXL8;FAM65A;ZNF200	random
REST	k562_789	KCTD5;SPATA33;FHOD1;GFOD2;ZNF205	random
REST	k562_789	KREMEN2;SPIRE2;KCTD19;GFOD2;ZNF263	random
REST	k562_789	MMP25;TUBB3;KCTD19;HSD11B2;ZNF597	random
REST	k562_789	PKMYT1;VPS9D1;KIAA0895L;LRRC36;ZNF597	random
REST	k562_789	TNFRSF12A;ZNF276;NOL3;ZDHHC1;ZNF75A	random
REST	k562_794	ARHGDIG;PDIA2;AXIN1;C16orf13;WFIKKN1;CAPN15;HBM;LUC7L;MPG;RHBDF1;NPRL3;RGS11;TMEM8A;TRAP1	real
REST	k562_794	ACD;AKTIP;ALDOA;CORO1A;ADAT1	random
REST	k562_794	ATP6V0D1;BBS2;GDPD3;DCTPP1;BCAR1	random
REST	k562_794	CENPT;CETP;IL4R;ITGAL;CHST6	random
REST	k562_794	KCTD19;FAM192A;INO80E;KDM8;FA2H	random
REST	k562_794	LRRC36;FAM192A;ITGAL;KIF22;GLG1	random
REST	k562_794	NFATC3;GNAO1;KIF22;PPP4C;KARS	random
REST	k562_794	NUTF2;HERPUD1;MAPK3;PRRT2;LDHD	random
REST	k562_794	PRMT7;MT1E;PPP4C;QPRT;RFWD3	random
REST	k562_794	SLC9A5;MT1F;QPRT;SEPHS2;TMEM170A	random
REST	k562_794	TMEM208;MT3;SEPHS2;SPN;TMEM231	random
REST	k562_794	TMEM208;MT4;SETD1A;TBC1D10B;WDR59	random
REST	k562_794	TSNAXIP1;NLRC5;TAOK2;TBX6;WWOX	random
REST	k562_794	VAC14;NUDT21;ZNF771;TMEM219;ZFP1	random
REST	k562_794	ZDHHC1;OGFOD1;ZNF785;ZNF785;ZNRF1	random
REST	k562_795	DECR2;HBA1;HBQ1;HBZ;MRPL28;NHLRC4;PIGQ;NME4;POLR3K;SNRNP25;RAB11FIP3	real
REST	k562_795	ATP6V0D1;ADCY9;C16orf70;FLYWCH2;ANKS3	random
REST	k562_795	B3GNT9;CDIP1;CES2;HCFC1R1;CDIP1	random
REST	k562_795	B3GNT9;CORO7;DYNC1LI2;KREMEN2;HMOX2	random
REST	k562_795	CTCF;CORO7-PAM16;E2F4;MMP25;HMOX2	random
REST	k562_795	E2F4;NMRAL1;FHOD1;PKMYT1;NMRAL1	random
REST	k562_795	ENKD1;PAM16;FHOD1;TCEB2;NUDT16L1	random
REST	k562_795	HSF4;SRL;KIAA0895L;TNFRSF12A;PPL	random
REST	k562_795	KIAA0895L;TFAP4;NAE1;ZNF200;ROGDI	random
REST	k562_795	NOL3;UBALD1;PDP2;ZNF205;SEC14L5	random
REST	k562_795	TMEM208;UBALD1;RRAD;ZNF263;SEC14L5	random
REST	k562_795	ZDHHC1;VASN;TMEM208;ZNF75A;UBALD1	random
STAT5A	k562_1	ADAMTS7;AEN;AP3B2;ARRDC4;CIB2;CRABP1;CTSH;DNAJA4;ISL2;LINGO1;MORF4L1;NEO1;PRC1;RCCD1;TMED3;WDR61	real
STAT5A	k562_1	C15orf53;BLOC1S6;ABHD17C;ALDH1A2;ARIH1	random
STAT5A	k562_1	C15orf57;FBXL22;ITGA11;C2CD4B;COMMD4	random
STAT5A	k562_1	CCNDBP1;GALK2;LRRC49;CEP152;FAM214A	random
STAT5A	k562_1	CDAN1;GATM;NEIL1;CSNK1G1;GLCE	random
STAT5A	k562_1	COPS2;HAUS2;PARP16;CTDSPL2;HMG20A	random
STAT5A	k562_1	HDC;HYPK;PIF1;KIF23;MTFMT	random
STAT5A	k562_1	JMJD7-PLA2G4B;MAPKBP1;RCN2;LYSMD2;PAQR5	random
STAT5A	k562_1	KLF13;MFAP1;RFX7;MYO1E;PTPN9	random
STAT5A	k562_1	MGA;MGA;RPP25;NEDD4;RCN2	random
STAT5A	k562_1	MNS1;MGA;SIN3A;PDCD7;RPP25	random
STAT5A	k562_1	NUSAP1;RNF111;SNAPC5;PLEKHO2;RSL24D1	random
STAT5A	k562_1	RTF1;SECISBP2L;STARD5;RPL4;SEMA7A	random
STAT5A	k562_1	SLC27A2;SLC24A5;THAP10;RPLP1;SNX22	random
STAT5A	k562_1	SPINT1;SMAD6;UBE2Q2;RPLP1;SNX33	random
STAT5A	k562_1	TTBK2;SPATA5L1;ULK3;SLC24A1;TBC1D2B	random
STAT5A	k562_1	UBR1;VPS39;ZWILCH;SPG21;VWA9	random
STAT5A	k562_13	AGFG1;CAB39;CCL20;FBXO36;TRIP12;GPR55;ITM2C;MFF;PSMD1;SCG2;SERPINE2;SP100;SP110;SP140;SP140L;WDFY1	real
STAT5A	k562_13	ADCY3;C2orf69;ACTR2;C1QL2;CYS1	random
STAT5A	k562_13	ATRAID;CARF;AHSA2;C2orf76;E2F6	random
STAT5A	k562_13	C2orf70;CASP10;B3GNT2;CCDC93;FAM49A	random
STAT5A	k562_13	CENPO;CDK15;CEP68;CHCHD5;FAM84A	random
STAT5A	k562_13	DPYSL5;COQ10B;CNRIP1;DPP10;GREB1	random
STAT5A	k562_13	KHK;GTF3C3;FAM161A;EN1;GRHL1	random
STAT5A	k562_13	KIF3C;HECW2;KIAA1841;EPB41L5;GRHL1	random
STAT5A	k562_13	LAPTM4A;HSPD1;MDH1;EPB41L5;HPCAL1	random
STAT5A	k562_13	PREB;HSPE1;MEIS1;IL1A;KLF11	random
STAT5A	k562_13	PTRHD1;ICOS;PELI1;IL1B;MYCN	random
STAT5A	k562_13	SDC1;ICOS;PNO1;PAX8;NOL10	random
STAT5A	k562_13	SLC35F6;NDUFB3;PUS10;POLR1B;PDIA6	random
STAT5A	k562_13	TMEM214;RFTN2;REL;PSD4;PQLC3	random
STAT5A	k562_13	TTC32;SATB2;SERTAD2;RABL2A;RAD51AP2	random
STAT5A	k562_13	TTC32;SPATS2L;SLC1A4;SLC35F5;RAD51AP2	random
STAT5A	k562_13	WDR35;TRAK2;USP34;STEAP3;ROCK2	random
STAT5A	k562_14	CAMKMT;PREPL;DYNC2LI1;MTA3;KCNG3;PRKCE;THUMPD2;ZFP36L2	real
STAT5A	k562_14	CCDC141;ATP5G3;ALK;CERS6;ADAM17	random
STAT5A	k562_14	CDCA7;EVX2;EHD3;FASTKD1;GREB1	random
STAT5A	k562_14	EVX2;FKBP7;GALNT14;FIGN;ITGB1BP1	random
STAT5A	k562_14	GPR155;HOXD1;GCKR;GALNT3;NOL10	random
STAT5A	k562_14	HOXD8;MTX2;LBH;GRB14;ODC1	random
STAT5A	k562_14	HOXD9;PDK1;LTBP1;SCN9A;PQLC3	random
STAT5A	k562_14	MTX2;RBM45;RASGRP3;STK39;SOX11	random
STAT5A	k562_14	PRKRA;SP3;TRMT61B;TTC21B;TAF1B	random
STAT5A	k562_16	AFF4;ECSCR;HSPA4;IL13;KIAA0141;KIF3A;MZB1;NDFIP1;PCDH1;PDLIM4;PRRC1;RAD50;RNF14;SEPT8	real
STAT5A	k562_16	ADRB2;C5orf22;ABLIM3;ANKHD1-EIF4EBP3;C5orf15	random
STAT5A	k562_16	CSNK1A1;CDH12;CD14;C5orf15;C5orf63	random
STAT5A	k562_16	DIAPH1;CDH12;CXXC5;CD14;CAMLG	random
STAT5A	k562_16	DNAJC18;DNAJC21;GALNT10;CXXC5;FAM13B	random
STAT5A	k562_16	H2AFY;DROSHA;GM2A;HARS;FCHSD1	random
STAT5A	k562_16	H2AFY;IL7R;HMGXB3;LARS;FCHSD1	random
STAT5A	k562_16	HARS;LMBRD2;PCDHB12;LARS;GFRA3	random
STAT5A	k562_16	HMGXB3;MTMR12;PCDHGA3;PCDHGC4;KIF20A	random
STAT5A	k562_16	HSPA9;NUP155;PCDHGC4;PITX1;MATR3	random
STAT5A	k562_16	KIF20A;NUP155;PCYOX1L;RAPGEF6;PITX1	random
STAT5A	k562_16	PCDHGA7;SPEF2;RBM27;RELL2;PKD2L2	random
STAT5A	k562_16	REEP2;TTC23L;RPS14;SAR1B;PURA	random
STAT5A	k562_16	SH3TC2;UGT3A2;SMIM3;TIFAB;RAPGEF6	random
STAT5A	k562_16	TIFAB;ZFR;TCERG1;WDR55;SMAD5	random
STAT5A	k562_21	CHMP4C;IL7;IMPA1;PAG1;PEX2;SNX16;STAU2;ZFAND1;ZNF704	real
STAT5A	k562_21	AGO2;DCSTAMP;CEBPD;ADAM32;ADAM32	random
STAT5A	k562_21	C8orf82;MTDH;HGSNAT;BAG4;ASH2L	random
STAT5A	k562_21	COMMD5;NIPAL2;HOOK3;ERLIN2;EIF4EBP1	random
STAT5A	k562_21	GPR20;PABPC1;MCM4;FGFR1;FUT10	random
STAT5A	k562_21	GSDMD;PTDSS1;POMK;LSM1;LETM2	random
STAT5A	k562_21	KHDRBS3;PTDSS1;RNF170;RAB11FIP1;PROSC	random
STAT5A	k562_21	PTP4A3;RGS22;RNF170;TTI2;RNF122	random
STAT5A	k562_21	SLC39A4;STK3;SNAI2;WHSC1L1;TACC1	random
STAT5A	k562_21	ZNF7;UBR5;SPIDR;WRN;WRN	random
STAT5A	k562_47	APBB2;CNGA1;NIPAL1;DCAF4L1;FAM114A1;GNPDA2;KLF3;LIAS;RPL9;RFC1;SMIM14;TEC;TLR1;TLR10;TLR6;TMEM156;TMEM33;UBE2K;UGDH;WDR19	real
STAT5A	k562_47	C4orf46;ANTXR2;ANTXR2;ARFIP1;ATP10D	random
STAT5A	k562_47	ETFDH;C4orf26;BMP2K;ARHGAP10;ATP10D	random
STAT5A	k562_47	FAM198B;CXCL1;CCNG2;DCLK2;CHIC2	random
STAT5A	k562_47	FAM218A;CXCL10;CXCL10;EDNRA;DCUN1D4	random
